"PlayerID","BackgroundName","ProjectionMiddle","Keeper","PricePrice","PricePricedat","PriceMMrating","DraftRank","KeeperRank","BackgroundIcon1","BackgroundIcon2","BackgroundIcon3","Comment","Short","PreseasonGame1","PreseasonGame2","PreseasonGT","PositionRankonprice","PositionRankon2022average","PositionRankonPPM","PositionRankonlast5","PositionRankoncareerhigh","Price150k","Price85","Pricecareerhigh","ConsistencyHigh","ConsistencyLow","Consistency120","Consistency100","Consistency90","Consistency70","Consistency50tog","ConsistencyCBAHigh","ConsistencyCBALow","ConsistencyCBA120","ConsistencyCBA100","ConsistencyCBA90","ConsistencyCBA70","ConsistencyCBA50tog","ConsistencyKIHigh","ConsistencyKILow","ConsistencyKI120","ConsistencyKI100","ConsistencyKI90","ConsistencyKI70","ConsistencyKI50tog","SplitsRegular","SplitsVregular","SplitsH1","SplitsVH1","SplitsH2","SplitsVH2","SplitsLast5","SplitsVLast5","SplitsFinals","SplitsVfinals","SplitsExlowest","SplitsVexlowest","BestAverage","2022Average","2021Average","2020Average","2019Average","2018Average","2017Average","BestRank","2022Rank","2021Rank","2020Rank","2019Rank","2018Rank","2017Rank","Best100GT","2022100GT","2021100GT","2020100GT","2019100GT","2018100GT","2017100GT","BestTrend","2022Trend","2021Trend","2020Trend","2019Trend","2018Trend","2017Trend","StatDisposals","StatEfficiency","StatContested","StatClangers","StatTackles","StatValue","Stat22Disposals","Stat22Efficiency","Stat22Contested","Stat22Clangers","Stat22Tackles","Stat22Value","StatLabel","KeeperOrder","PositionRankon2023average","SplitsEx50TOG","2023Average","2024Rank","2023Rank","2024100GT","2023100GT","2024Trend","2023Trend","2024Average","PositionRankon2024average","StatClearances","StatIntercepts","StatHta","StatGoals","Stat22Clearances","Stat22Intercepts","Stat22Hta","Stat22Goals"
"CD_I1017939","Ryley Sanders",93,108,339100,63,"Unders","F7/M52","F5/M37",4,19,17,"We were as excited about Sanders as much as any other draftee last season on the back of his 108 AFL Fantasy points in juniors (138 in champs) and then dominating the pre-season matches as a midfielder. However, it didn't eventuate. He was controversially subbed on in his debut on (55% TOG). He then averaged 86 in his next three games (40% CBAs) and looked like he was away. Not on Bevo's watch. He was subbed out the following week (46 from 42% TOG) and then started sub the following week (scored 15 from 24%), before being dropped to the VFL. He was a level above in the VFL, averaging 116 AFL Fantasy points in seven games. He went on to play eight more games for the season at AFL level, but only averaged 65, spending a lot of time forward which helped him get forward status this year. Who knows what Bevo will do with him this year. The Dogs do have plenty of mids (Bont, Libba, Treloar and Richards the likely main 4), but I can see Sanders being the 5th in line and if anything happens to one of the four, Sanders will be ready to make the most of his opportunity. UPDATE: Something has happened to one of the four (Treloar out for the first two months) and Sanders appears to be the man to step up. Genuine starting option now and a nice replacement for Phillipou, if you're hesitant he's always one you can get after you see his Round 1 role like we did with Oliver, Taranto and Worpel in their second seasons, but I think I'd have the confidence to start. 14 FEB UPDATE: They were missing Bont and Libba, but pure CBA role in first practice match. All good signs so far. 28 FEB UPDATE: Bont out to start only helps his CBA chances, I'm in.","Pick six of 2023 looks a future stud (108 AFL Fantasy points in draft year, 116 in VFL last year) but never got a proper go at it in his debut season, who knows with Bevo but if he gets a mid role could prove a great pick",NULL,79,102,76,NULL,27,NULL,73,91,NULL,0,99,15," 0 / 14"," 0 / 14"," 12 / 14"," 9 / 14"," 2 / 14",32,0,NULL,NULL,28,23,11,0,0,NULL,NULL,0,0,0,63,0,65,-2,59,4,NULL,NULL,NULL,NULL,NULL,-5,63,NULL,NULL,NULL,NULL,NULL,NULL,430,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,16.5,73.5,31.2,2.1,4.6,0.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",5,73,68,NULL,314,NULL,95,NULL,NULL,NULL,63,NULL,2.4,1.1,0.0,0.0,2.9,1.5,0.8,1.6
"CD_I298280","Jayden Laverde",65,67,362800,67,"Full","D89","D112",11,0,0,NULL,"Key defender with limited scoring",NULL,0,0,91,NULL,132,78,75,95,-5,-5,128,37," 1 / 21"," 3 / 21"," 17 / 21"," 14 / 21"," 0 / 21",0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,67,0,65,2,70,-3,70,-3,NULL,NULL,NULL,0,72,68,66,57,65,62,54,331,220,220,267,183,167,166,86,82,77,86,75,81,73,-5,2,9,-8,3,8,-4,15.9,82.6,29.3,2.6,1.6,6.4,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",112,92,67,72,261,206,73,85,-5,4,67,NULL,0.1,6.4,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I296351","Jack Billings",61,60,310500,58,"Low","F93/M163","F143/M202",14,7,0,"The former number three pick looked set to fulfill his potential in 2019, pushing up the ground to average 94 points per game. Unfortunately, he hasn't gone on with it, dropping his average in every season since to finish on 62 in 2023 from just three matches. He moved to the Dees for a change of fortune, and things looked good with 119 in his second game. However, he never matched that effort and saw himself relegated to sub multiple times and out of the team. ","Reduced his average every year since 2019 where he was a top six forward, a change of clubs didn't help",NULL,71,83,101,NULL,63,55,5,85,-9,-36,119,11," 0 / 16"," 1 / 16"," 15 / 16"," 11 / 16"," 3 / 16",0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,58,0,56,2,62,-4,66,-8,NULL,NULL,NULL,-7,94,74,82,93,94,81,93,141,183,118,66,49,79,34,109,106,97,109,106,93,109,-36,-8,-12,0,13,-12,18,15.6,59.5,29.3,2.1,1.8,0.3,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",137,99,65,62,377,308,84,80,-5,-11,58,NULL,0.7,1.5,0.0,0.3,2.9,1.5,0.8,1.6
"CD_I1010174","Mitch Georgiades",78,72,378100,70,"Low","F30","F91",11,0,0,NULL,"Great to see him back playing good footy but as a key forward, he's not a SuperCoach option, even with a lot falling on him with no Dixon or Marshall in 2025",NULL,53,83,44,NULL,58,16,43,98,9,0,116,13," 0 / 20"," 2 / 20"," 16 / 20"," 10 / 20"," 0 / 20",0,0,NULL,0,0,0,NULL,0,0,NULL,0,0,0,NULL,70,0,61,9,80,-10,83,-13,66,4,NULL,0,70,58,58,59,NULL,NULL,NULL,362,319,285,255,NULL,NULL,NULL,86,74,78,77,NULL,NULL,NULL,0,0,-1,NULL,NULL,NULL,NULL,10.9,65.4,37.3,2.4,1.7,2.2,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",89,43,70,59,236,334,86,73,11,1,70,NULL,0.2,0.9,0.0,2.2,2.9,1.5,0.8,1.6
"CD_I996059","Harris Andrews",85,76,449400,83,"Fair","D40","D78",11,0,0,NULL,"A gun full-back of the comp but not a relevant pick in this game",NULL,0,0,41,NULL,76,62,19,111,6,-12,120,52," 0 / 26"," 6 / 26"," 18 / 26"," 8 / 26"," 0 / 26",0,0,NULL,0,0,0,NULL,0,0,NULL,0,4,5,NULL,83,0,94,-11,73,10,78,5,82,1,NULL,0,95,80,95,88,81,88,69,133,141,49,84,91,50,110,98,82,98,92,85,96,73,-12,-15,7,7,-8,19,4,13.4,88.4,36.5,2.0,1.4,7.5,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",77,43,83,89,128,88,88,91,-5,9,83,NULL,0.1,7.5,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1002256","Paddy Dow",63,74,327100,61,"Fair","M160","M157",23,14,21,"The former number three pick has always been on the radar due to his draft position, but is yet to deliver constantly at AFL level. His AFL Fantasy numbers at VFL level have been good, 97 in 2022 and 111 in 2023. It was always hard getting regular games in the midfield at the Blues given their depth, so a move to the Saints seemed a positive one. However, a knee injury in the pre-season delayed his start and he went on to play the 10 matches with decent midfield exposure - 65% CBAs. However, the scoring wasn't there. Starting to lose hope.","We've been waiting for a breakout and the move to the Saints didn't result in one, despite career high CBA numbers - will miss start of season with injury",NULL,0,0,105,NULL,87,100,109,89,-18,0,109,29," 0 / 10"," 1 / 10"," 9 / 10"," 6 / 10"," 1 / 10",73,46,NULL,73,64,59,46,0,0,NULL,0,0,0,0,61,0,65,-4,57,4,62,-1,NULL,NULL,NULL,-3,61,57,56,38,54,60,NULL,451,329,307,324,256,185,NULL,103,88,82,55,73,82,NULL,0,1,18,-17,-5,NULL,NULL,16.2,67.0,46.5,1.4,3.5,3.7,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",121,109,64,55,347,379,97,103,6,-2,61,NULL,3.7,1.3,0.0,0.3,6.2,2.9,0.0,0.8
"CD_I291533","Tom McDonald",75,69,428400,79,"Full","D65","D104",11,18,0,NULL,"Back in defence, scores best as a forward but that was a long time ago",NULL,0,0,50,NULL,92,66,16,107,24,-18,117,37," 0 / 22"," 4 / 22"," 15 / 22"," 8 / 22"," 0 / 22",0,0,NULL,0,0,0,NULL,13,0,NULL,10,4,5,NULL,80,-1,77,2,83,-4,75,4,NULL,NULL,NULL,-1,97,66,81,60,71,97,85,115,240,122,242,138,28,47,113,86,96,76,82,113,93,-18,-15,21,-11,-26,13,-5,14.4,75.0,35.0,2.3,1.7,6.5,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",102,50,80,53,153,401,82,71,27,-14,80,NULL,0.1,6.5,0.0,0.1,1.7,5.3,0.0,0.3
"CD_I1013974","Mark Keane",72,70,419800,78,"Overs","D81","D97",10,0,0,NULL,"A career best 78 in 2024, hard to see the Irishman getting much more than that in his defensive role",NULL,36,38,58,NULL,88,49,56,106,25,0,118,43," 0 / 21"," 4 / 21"," 15 / 21"," 8 / 21"," 0 / 21",0,0,NULL,0,0,0,NULL,36,27,NULL,37,31,35,NULL,78,0,79,-1,75,3,81,-3,NULL,NULL,NULL,0,78,NULL,55,42,0,NULL,NULL,276,NULL,315,318,NULL,NULL,NULL,84,NULL,64,53,0,NULL,NULL,0,NULL,13,NULL,NULL,NULL,NULL,16.8,81.0,39.9,3.5,1.0,7.7,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",96,56,78,65,169,286,84,70,13,10,78,NULL,0.2,7.7,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1006533","Riley Garcia",72,75,368400,68,"Fair","F51","F71",14,10,12,NULL,"Was recruited as a hard-running midfielder, but been used as a small forward when at AFL level despite having more chances last year, highly rated but hard to see where he fits",NULL,58,80,51,NULL,44,68,48,96,54,0,84,43," 0 / 11"," 0 / 11"," 11 / 11"," 6 / 11"," 1 / 11",0,30,NULL,NULL,16,16,0,0,0,NULL,NULL,0,0,0,68,0,71,-3,63,5,63,5,NULL,NULL,NULL,0,68,43,50,0,NULL,NULL,NULL,378,433,345,NULL,NULL,NULL,NULL,90,61,71,0,NULL,NULL,NULL,0,-7,NULL,NULL,NULL,NULL,NULL,15.6,61.9,39.1,2.3,3.7,0.4,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",67,48,68,28,252,509,90,45,40,-15,68,NULL,2.2,1.8,0.0,0.4,2.9,1.5,0.8,1.6
"CD_I294596","Tim Membrey",65,60,341700,63,"Fair","F71","F144",11,0,0,NULL,"Scored higher than the average forward in the past but doubt he gets back there even with another chance at the Pies",NULL,92,97,72,NULL,100,28,16,91,5,-17,154,15," 1 / 19"," 2 / 19"," 16 / 19"," 14 / 19"," 0 / 19",0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,63,0,57,6,73,-10,75,-12,NULL,NULL,NULL,0,80,76,80,71,80,73,75,248,171,127,171,92,115,85,92,84,86,82,91,82,87,-17,-4,9,-9,7,-2,-3,11.6,69.3,37.9,2.3,1.7,1.6,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",137,69,63,55,306,373,78,69,8,-20,63,NULL,0.2,0.7,0.1,1.6,2.9,1.5,0.8,1.6
"CD_I1012825","Jake Bowey",73,89,337900,63,"Low","D76","D47",10,14,0,NULL,"Showed flashes of scoring potential, particularly in his second season when he scored 151 in Round 2, but just hasn't done it regularly enough",NULL,93,103,112,NULL,70,76,82,91,-14,-7,100,35," 0 / 14"," 0 / 14"," 13 / 14"," 9 / 14"," 2 / 14",0,0,NULL,NULL,0,0,0,30,0,NULL,NULL,15,14,31,63,0,62,1,63,0,71,-8,NULL,NULL,NULL,-2,70,69,62,NULL,NULL,NULL,NULL,351,207,252,NULL,NULL,NULL,NULL,96,92,80,NULL,NULL,NULL,NULL,-8,8,NULL,NULL,NULL,NULL,NULL,16.0,71.4,27.6,1.8,1.4,4.5,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",46,115,65,70,318,222,89,96,-8,1,63,NULL,0.3,4.5,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1009301","Jamarra Ugle-Hagan",57,80,355400,66,"Overs","F121","F45",28,11,6,NULL,"Been teasing for a few years now and certainly showed signs of why he was taken pick one in 2020, reckon he could rip the comp apart this season, but breakouts for key position forwards aren't enough in this game - will miss the start of the year with personal issues",NULL,0,0,57,NULL,109,36,67,94,5,2,122,16," 1 / 22"," 2 / 22"," 17 / 22"," 14 / 22"," 0 / 22",0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,66,0,60,7,75,-9,73,-7,18,48,NULL,2,64,47,47,NULL,NULL,NULL,NULL,419,406,364,NULL,NULL,NULL,NULL,76,60,68,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,11.4,54.1,46.2,3.2,1.5,2.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",40,67,64,61,302,322,76,73,3,14,64,NULL,0.4,0.6,0.0,2.0,2.9,1.5,0.8,1.6
"CD_I1023495","Oliver Hollands",83,95,333300,62,"Unders","M84","M69",7,5,17,NULL,"Hard running former pick 11 has made the wing his own since arriving at the Blues and a shift to half back to finish the year (83 L5) gives some hope of a up-tick in 2025, especially with Newman now out - pre-season watch",NULL,79,82,101,NULL,128,58,105,90,-2,0,116,22," 0 / 23"," 1 / 23"," 20 / 23"," 14 / 23"," 0 / 23",0,0,NULL,0,1,1,NULL,0,0,NULL,0,0,1,NULL,62,0,54,8,71,-9,83,-21,64,-2,NULL,0,62,NULL,NULL,NULL,NULL,NULL,NULL,440,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,14.0,76.0,25.3,1.8,3.4,0.8,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",57,105,62,57,329,362,74,75,5,NULL,62,NULL,0.8,2.1,0.0,0.2,6.2,2.9,0.0,0.8
"CD_I994385","Jayden Hunt",65,70,359100,67,"Full","D92/M149","D98/M172",7,0,0,NULL,"Had a career year in 2023 as a mature body in a young struggling team but pushed up the ground a bit since then and scoring not as good",NULL,83,104,96,NULL,111,83,62,94,-5,-9,138,26," 1 / 20"," 1 / 20"," 16 / 20"," 12 / 20"," 0 / 20",0,0,0,0,0,0,NULL,18,0,18,18,5,1,NULL,67,0,60,7,73,-6,68,-1,NULL,NULL,NULL,0,76,52,56,49,58,50,71,293,370,303,305,226,223,103,85,63,74,69,70,62,84,-10,-4,7,-9,9,-21,11,16.3,73.2,38.0,2.2,2.1,3.1,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",96,98,67,76,271,163,78,85,-10,24,67,NULL,1.9,3.1,0.0,0.2,1.7,5.3,0.0,0.3
"CD_I1000860","Lachie Schultz",65,69,327300,61,"Fair","F76","F105",10,0,0,NULL,"Gun pressure forward pushed his average to 79 in his last season at Freo, looked a long way off that last year",NULL,83,89,88,NULL,114,58,19,89,-16,-18,97,33," 0 / 20"," 0 / 20"," 19 / 20"," 13 / 20"," 0 / 20",0,0,NULL,NULL,0,0,NULL,0,0,NULL,NULL,0,0,NULL,61,0,62,-1,58,3,65,-4,NULL,NULL,NULL,0,79,70,60,56,43,NULL,NULL,260,199,268,282,296,NULL,NULL,96,84,75,69,59,NULL,NULL,-18,11,4,13,NULL,NULL,NULL,12.2,58.5,34.8,2.4,3.8,1.2,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",102,86,61,79,344,148,76,96,-18,9,61,NULL,0.8,1.0,0.0,1.2,2.9,1.5,0.8,1.6
"CD_I1008384","Riley Thilthorpe",88,96,370600,69,"Low","F15","F13",12,5,17,"Thilthorpe has been a slow burn since being taken with pick two of the 2020 draft. It was always going to be the case being a tall forward, but he's slowing increased his ruck time while giving ROB a chop out. He's looking very big and strong this pre-season and ready to explode. I wouldn't rule him out of having more chances in the ruck and potentially taking over as the number one option come season end. This would be a big call as while no star, ROB has been serviceable. But if it occurs, we might see a nice 20+ point bump to his scoring. I doubt it will be enough to make him a worthwhile selection, but let's see how he goes in the pre-season matches.","Been a slow burn but he's looking big and strong, could see him even progressing to the number one ruck this season, which would bring about a nice boost in scoring",NULL,72,92,48,NULL,15,12,25,97,-7,-7,110,38," 0 / 7"," 1 / 7"," 4 / 7"," 3 / 7"," 1 / 7",18,5,NULL,18,3,3,5,0,0,NULL,0,0,0,0,76,-7,NULL,NULL,76,-7,88,-19,NULL,NULL,NULL,-14,76,58,61,NULL,NULL,NULL,NULL,292,320,258,NULL,NULL,NULL,NULL,100,83,74,NULL,NULL,NULL,NULL,0,-3,NULL,NULL,NULL,NULL,NULL,11.1,71.7,55.8,1.9,1.7,2.1,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",13,25,83,59,182,330,100,90,17,2,76,NULL,1.0,0.6,0.9,2.1,2.9,1.5,0.8,1.6
"CD_I294469","Aliir Aliir",73,68,405800,75,"Full","D77","D109",20,0,0,NULL,"Gun intercept defender better in real life than SuperCoach",NULL,79,86,66,NULL,103,82,30,103,13,-12,124,25," 1 / 25"," 3 / 25"," 18 / 25"," 10 / 25"," 1 / 25",0,0,0,0,0,0,0,0,0,0,3,0,0,0,75,0,68,7,82,-7,69,6,82,-7,NULL,-3,87,74,87,60,78,81,57,187,181,79,245,108,80,163,92,78,90,74,89,92,63,-11,-13,27,-18,-3,24,-9,14.3,80.0,39.9,3.0,1.4,7.8,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",106,65,78,73,188,196,80,75,3,-1,76,NULL,0.2,7.8,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I998180","Bailey Banfield",57,54,336800,62,"Full","F122","F205",10,14,0,NULL,"Big ball winner in the WAFL and as a junior but often in the defensive forward role at AFL level which just isn't a scoring option",NULL,0,0,79,NULL,93,108,70,90,-4,-1,104,33," 0 / 22"," 1 / 22"," 20 / 22"," 14 / 22"," 0 / 22",0,0,NULL,0,0,0,NULL,0,0,NULL,0,0,0,NULL,63,-1,71,-9,53,9,53,9,NULL,NULL,NULL,-1,63,42,48,60,55,63,NULL,422,435,359,250,253,161,NULL,79,66,64,73,74,79,NULL,-1,-5,-12,5,-9,NULL,NULL,14.3,70.2,30.3,2.0,2.5,0.9,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",200,76,63,56,321,364,78,78,6,14,63,NULL,0.7,1.9,0.0,0.9,2.9,1.5,0.8,1.6
"CD_I294613","Jaeger O'Meara",60,60,351500,65,"Overs","M170","M203",18,13,14,NULL,"Yet to average over 100 in his 13 seasons, out of the CBA completely last season and pushed to a wing which didn't suit and I don't see a way he gets back in",NULL,67,76,93,NULL,91,89,32,93,-20,-33,95,9," 0 / 22"," 0 / 22"," 19 / 22"," 11 / 22"," 3 / 22",10,17,NULL,NULL,3,3,8,0,0,NULL,NULL,0,0,0,65,0,60,5,70,-5,68,-3,NULL,NULL,NULL,-7,98,86,97,91,90,93,64,111,107,46,74,55,38,132,127,110,118,108,107,115,83,-32,-11,6,0,-3,29,-34,15.3,75.6,33.2,1.8,2.9,2.1,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",151,95,72,80,285,136,94,110,-15,-5,65,NULL,2.1,2.0,0.0,0.4,6.2,2.9,0.0,0.8
"CD_I1016825","Matthew Johnson",71,94,341500,63,"Low","M119","M71",17,12,0,NULL,"Has impressed in his first two seasons playing at the level, but hard with Serong, Brayshaw and Young being a tight rotation which will likely stop him from a breakout, but Fyfe stepping back should help",NULL,78,102,99,NULL,90,119,103,91,-13,0,108,20," 0 / 19"," 1 / 19"," 17 / 19"," 9 / 19"," 2 / 19",33,9,NULL,33,21,17,17,0,0,NULL,0,0,0,0,63,0,65,-2,61,2,41,22,NULL,NULL,NULL,-4,63,0,NULL,NULL,NULL,NULL,NULL,423,NULL,NULL,NULL,NULL,NULL,NULL,94,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,15.9,75.8,29.3,2.3,3.1,2.0,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",59,103,67,54,309,394,94,94,9,NULL,63,NULL,2.0,1.8,0.0,0.2,6.2,2.9,0.0,0.8
"CD_I280506","Taylor Walker",61,55,347200,64,"Overs","F94","F183",18,11,0,NULL,"Evergreen forward scores above average for a key forward and for a 34-year-old, but not the ideal combo in this game and age is starting to catch up with him",NULL,59,70,64,NULL,95,117,1,92,-19,-34,102,14," 0 / 18"," 1 / 18"," 15 / 18"," 10 / 18"," 1 / 18",0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,64,0,69,-5,58,6,50,14,NULL,NULL,NULL,-3,98,91,86,56,67,63,84,109,83,85,282,164,163,50,108,104,100,64,77,80,95,-34,4,31,-12,4,-20,1,10.7,64.1,36.1,2.0,1.4,1.6,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",178,63,67,90,294,86,78,108,-25,-1,64,NULL,0.4,0.3,0.1,1.6,2.9,1.5,0.8,1.6
"CD_I1006013","James Peatling",96,103,352800,65,"Unders","M45","M52",12,26,17,"Peatling has generated a lot of buzz this pre-season and for good reason. The 2020 mid-season draftee has always been a ball winner at VFL level, where he's averaged over 90 AFL Fantasy points four years straight including 120 last season. He also saw regular games at AFL level, with a career high 19 in 2024. Six of those was as sub early in the year, however he began getting midfield opportunities when their mids were out and then became a midfield regular by the end of the year, attending 63% CBAs in the L5 games. His 65 average doesn't tell the full story. Removing the six games he was sub, his averages boosts to 91. Then if you just include the games he attended 59% or more CBAs (i.e. a full time mid role), he averaged 108. He moved to the Crows in the off-season but not without demand from other teams, so you'd think the Crows gave him a strong sell of a midfield role. There are a lot of names being thrown around for their midfield mix in 2024, but with Laird moving out I feel like Peatling will become their defensive midfielder given his elite tackling ability and an average of 60%+ CBAs is on the cards. All you need at his starting price is a low 90s average, which he's proven he can do at both levels. I'm liking him as a mid-priced pick. 27 FEB UPDATE: With Rankine having more CBAs than expected (and looking great) and Crouch still well and truly in the mix, Peatling saw 42% CBAs which is much lower than hoped. I'm still keen though and I dare say many will jump off as a result.","4 straight seasons of 90+ AFL Fantasy average at VFL level (120 last year), averaged 91 in non sub-games in 2024 (108 in six games over 59% CBAs), now at the Crows who have a few mids but feel like he will get even more opportunity",NULL,70,84,92,NULL,57,39,93,93,7,-2,133,11," 1 / 19"," 3 / 19"," 11 / 19"," 9 / 19"," 6 / 19",69,0,69,64,28,26,17,0,0,0,0,0,0,0,65,0,57,8,72,-7,93,-28,83,-18,NULL,-24,67,49,43,NULL,NULL,NULL,NULL,390,386,375,NULL,NULL,NULL,NULL,115,74,70,NULL,NULL,NULL,NULL,0,7,NULL,NULL,NULL,NULL,NULL,13.8,69.4,55.8,2.1,5.1,3.4,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",41,93,89,49,265,429,115,69,18,0,67,NULL,3.4,1.8,0.0,0.4,6.2,2.9,0.0,0.8
"CD_I295203","Nathan Broad",66,60,361800,67,"Full","D85","D128",10,0,0,NULL,"Genuine role player in defence",NULL,47,55,93,NULL,124,45,47,95,-7,-15,135,33," 1 / 22"," 1 / 22"," 19 / 22"," 12 / 22"," 0 / 22",0,0,0,0,0,0,NULL,11,14,11,11,7,8,NULL,67,0,64,3,72,-5,82,-15,NULL,NULL,NULL,0,82,82,75,64,52,51,63,233,131,161,213,269,218,137,93,93,82,70,63,63,80,-15,7,10,12,1,-11,3,14.3,80.0,24.2,2.1,1.5,5.2,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",127,96,67,80,268,145,75,88,-13,-2,67,NULL,0.2,5.2,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1017665","Bodhi Uwland",77,93,393100,73,"Fair","D60","D35",10,0,0,NULL,"Quickly became a favourite of Hardwick's, playing 21 with some great defensive roles, scored 157 in a game which shows he can score but for now he's limited to a lockdown",NULL,58,59,71,NULL,75,57,70,101,38,0,157,15," 1 / 21"," 2 / 21"," 18 / 21"," 10 / 21"," 0 / 21",0,0,0,0,0,0,NULL,0,0,0,0,6,4,NULL,73,0,72,1,74,-1,79,-6,NULL,NULL,NULL,0,73,0,NULL,NULL,NULL,NULL,NULL,326,NULL,NULL,NULL,NULL,NULL,NULL,88,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,14.9,78.3,25.3,1.4,1.8,4.7,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",35,70,73,31,205,503,88,56,42,NULL,73,NULL,0.3,4.7,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I993953","Eric Hipwood",58,65,347000,64,"Overs","F113","F119",11,0,0,NULL,"A key position player who averaged 71 post-bye 2024 thanks to a 140 in the mix, but certainly doesn't do it enough to be relevant",NULL,61,84,65,NULL,98,104,44,92,0,-5,140,12," 1 / 24"," 3 / 24"," 21 / 24"," 18 / 24"," 0 / 24",0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,64,0,58,6,71,-7,55,9,52,12,NULL,2,69,59,57,69,54,52,49,364,308,291,181,259,217,180,78,70,68,76,63,61,59,-7,2,-12,16,2,3,1,10.8,67.3,34.3,2.6,1.3,1.4,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",115,77,62,63,324,306,78,75,-1,4,62,NULL,0.4,1.0,0.0,1.4,2.9,1.5,0.8,1.6
"CD_I1004095","Jack Lukosius",73,87,363100,67,"Fair","F49","F27",11,0,0,"Lukosius returned to the forward-line in 2022 after looking great as a running defender the year prior to average 81. His SuperCoach output felt it, averaging 65, 76 and 67 since. He now finds himself at the Power and if they keep him as a forward, then you can rule him out of SuperCoach calculations. If he moves back to defence, where he showed shades of a young Lachie Whitfield, then he could come into calculations. 142 AFL Fantasy points in his one VFL game last season shows he has it, so just got a quiet watch on him. Marshall getting injured in the pre-season probably adds to the likelihood that he plays forward though.","Averaged 81 in 2021 when used as a distributor down back but settled as a forward in his last two seasons at the Suns, interesting to see what the Power will do with him",NULL,96,114,54,NULL,66,127,16,95,-9,-14,129,32," 1 / 21"," 1 / 21"," 17 / 21"," 11 / 21"," 0 / 21",0,0,0,0,0,0,NULL,0,0,0,0,2,1,NULL,67,0,72,-5,60,7,47,20,NULL,NULL,NULL,0,81,65,81,80,51,NULL,NULL,242,250,124,124,272,NULL,NULL,97,82,95,97,66,NULL,NULL,-13,-15,1,30,NULL,NULL,NULL,12.6,69.5,34.4,2.3,1.2,1.1,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",27,52,67,76,260,167,84,91,-9,11,67,NULL,0.3,2.7,0.1,1.1,2.9,1.5,0.8,1.6
