playerId,snapshot_season,snapshot_round,gamesPlayed,teamId,teamAbbr,teamName,teamNickname,givenName,surname,age,heightCm,weightKg,jumperNumber,stateOfOrigin,debutYear,recruitedFrom,draftType,position,photoURL,dateOfBirth
CD_I1009836,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Natalie,Grider,24,166,0,10,QLD,2019,Jindalee (Qld)/University Of Queensland (QAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009836.png?im=Scale,width=0.6,height=0.6",10/10/2000
CD_I1009838,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Jesse,Wardlaw,25,185,0,30,QLD,2019,Coorparoo (QAFLW)/Brisbane Lions,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009838.png?im=Scale,width=0.6,height=0.6",13/01/2000
CD_I1009843,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Ellie,Hampson,24,169,0,7,QLD,2020,Hermit Park (Qld)/Coorparoo (QAFLW)/Gold Coast,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009843.png?im=Scale,width=0.6,height=0.6",08/02/2001
CD_I1009844,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Tahlia,Hickie,25,182,0,2,QLD,2020,Coorparoo (QAFLW),other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009844.png?im=Scale,width=0.6,height=0.6",22/07/2000
CD_I1009845,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Kalinda,Howarth,26,169,0,35,QLD,2020,Southport (Qld)/Labrador (Qld)/Coolangatta (QAFLW)/Brisbane Lion's List/Bond University (QAFLW)/Gold Coast,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009845.png?im=Scale,width=0.6,height=0.6",02/08/1999
CD_I1009847,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Sophie,Conway,26,176,0,12,QLD,2018,Zillmere (QAFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009847.png?im=Scale,width=0.6,height=0.6",06/04/1999
CD_I1009853,2025,2,2,CD_T7386,NAR,Narrm,Demons,Tyla,Hanks,25,157,0,5,VIC,2019,Cora Lynn (Vic)/Beaconsfield (Vic)/Gippsland U18/Carlton (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009853.png?im=Scale,width=0.6,height=0.6",15/02/2000
CD_I1009854,2025,2,2,CD_T7386,NAR,Narrm,Demons,Denby,Taylor,25,170,0,18,VIC,2019,Geelong (U18)/Geelong (VFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009854.png?im=Scale,width=0.6,height=0.6",16/02/2000
CD_I1009855,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Darcy,Guttridge,25,169,0,5,VIC,2019,Traralgon (Vic)/Gippsland U18/Cranbourne (VFLW)/Collingwood,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009855.png?im=Scale,width=0.6,height=0.6",30/10/1999
CD_I1009856,2025,2,2,CD_T8788,RICH,Richmond,Richmond,Grace,Egan,25,169,0,1,VIC,2020,Shepparton Bears (Vic)/Murray U18/Richmond (VFLW)/Carlton,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009856.png?im=Scale,width=0.6,height=0.6",01/06/2000
CD_I1009857,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Georgia,Clarke,25,170,0,17,VIC,2019,Ararat (Vic)/GWV U18/Geelong (VFLW)/Geelong,other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009857.png?im=Scale,width=0.6,height=0.6",23/06/2000
CD_I1009860,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Rebecca,Webster,24,172,0,21,VIC,2019,Benalla (Vic)/Kyabram (Vic)/Mooroopna (Vic)/Murray U18/Melbourne University (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009860.png?im=Scale,width=0.6,height=0.6",22/10/2000
CD_I1009861,2025,2,2,CD_T7386,NAR,Narrm,Demons,Olivia,Purcell,24,161,0,2,VIC,2019,Newtown &amp; Chilwell (Vic)/St Mary's (Vic)/Geelong U18/Geelong (VFLW)/Geelong,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009861.png?im=Scale,width=0.6,height=0.6",05/09/2000
CD_I1009863,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Nina,Morrison,24,167,0,9,VIC,2019,St Mary's Geel (Vic)/Geelong U18/Geelong (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009863.png?im=Scale,width=0.6,height=0.6",13/12/2000
CD_I1009865,2025,2,2,CD_T9408,SYD,Sydney Swans,Swans,Lucy,McEvoy,24,170,0,9,VIC,2020,Ocean Grove (Vic)/Barwon Heads (Vic)/St Mary's Geel (Vic)/Geelong U18/Geelong (VFLW)/Carlton,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009865.png?im=Scale,width=0.6,height=0.6",13/05/2001
CD_I1009866,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Rene,Caris,26,185,0,19,VIC,2019,Rebels/Collingwood VFLW/Geelong/GWS Giants,other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009866.png?im=Scale,width=0.6,height=0.6",18/03/1999
CD_I1009867,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Georgia,Patrikios,24,169,0,21,VIC,2020,West Coburg (Vic)/Pascoe Vale (Vic)/Calder U18/Essendon (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009867.png?im=Scale,width=0.6,height=0.6",30/03/2001
CD_I1009868,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Maddy,Brancatisano,24,169,0,5,VIC,2020,Laurimar (Vic)/Northern U18/Montmorency (Vic)/Carlton (VFLW)/Melbourne/Richmond,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009868.png?im=Scale,width=0.6,height=0.6",05/09/2000
CD_I1009873,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Olivia,Vesely,25,166,0,23,VIC,2020,East Malvern (Vic)/Glen Iris (Vic)/Sandringham U18/Southern Saints (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009873.png?im=Scale,width=0.6,height=0.6",06/12/1999
CD_I1009875,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Eleanor,Brown,25,176,0,8,VIC,2019,Glen Iris (Vic)/Sandringham U18/Southern Saints (VFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009875.png?im=Scale,width=0.6,height=0.6",21/01/2000
CD_I1009880,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Charlotte,Wilson,24,177,0,22,VIC,2019,Monbulk (Vic)/Ferntree Gully (Vic)/Eastern U18/Southern Saints (VFLW)/Carlton/Melbourne,other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009880.png?im=Scale,width=0.6,height=0.6",29/12/2000
CD_I1009882,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Gabrielle,Newton,23,175,0,1,VIC,2020,Western Bulldogs,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009882.png?im=Scale,width=0.6,height=0.6",31/08/2001
CD_I1009885,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Madison,Prespakis,24,164,0,4,VIC,2019,Sunbury (Vic)/Romsey (Vic)/Calder U18/Melbourne University (VFLW)/Carlton,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009885.png?im=Scale,width=0.6,height=0.6",02/11/2000
CD_I1009888,2025,2,2,CD_T8096,CARL,Carlton,Blues,Madeleine,Guerin,25,172,0,18,VIC,2018,Fitzroy JFC (Vic)/Northern U18/Melbourne,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009888.png?im=Scale,width=0.6,height=0.6",25/10/1999
CD_I1009906,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Mikayla,Bowen,24,163,0,1,WA,2020,Swan Districts (WAFLW)/West Coast,other,MIDFIELDER_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009906.png?im=Scale,width=0.6,height=0.6",17/04/2001
CD_I1009907,2025,2,2,CD_T8787,WAA,Waalitj Marawar,Eagles,Roxanne,Roux,23,170,0,9,WA,2020,Forrestdale (WA)/Dongara (WA)/East Fremantle (WAFLW)/Fremantle,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009907.png?im=Scale,width=0.6,height=0.6",10/11/2001
CD_I1009910,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Courtney,Hodder,25,152,0,21,WA,2021,Peel Thunder (WAFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009910.png?im=Scale,width=0.6,height=0.6",08/07/2000
CD_I1009962,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Poppy,Boltz,24,178,0,15,QLD,2023,Centrals TB (Qld)/Cairns Saints (Qld)/Southport (QAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009962.png?im=Scale,width=0.6,height=0.6",25/09/2000
CD_I1009963,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Lauren,Bella,24,188,0,2,QLD,2019,Mackay (Qld)/Bond University (QAFLW)/Brisbane Lions,other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009963.png?im=Scale,width=0.6,height=0.6",12/09/2000
CD_I1009976,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Maddison,Gay,28,166,0,6,VIC,2018,St Kilda Sharks (VFLW/Carlton/Melbourne,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009976.png?im=Scale,width=0.6,height=0.6",28/09/1996
CD_I1009977,2025,2,2,CD_T8096,CARL,Carlton,Blues,Kerryn,Peterson,33,173,0,9,VIC,2018,Bendigo Thunder (Vic)/Diamond Creek (VFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009977.png?im=Scale,width=0.6,height=0.6",02/03/1992
CD_I1009980,2025,2,2,CD_T7386,NAR,Narrm,Demons,Kate,Hore,30,170,0,10,VIC,2018,Beaumaris (Vic)/St Kilda Sharks (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009980.png?im=Scale,width=0.6,height=0.6",25/03/1995
CD_I1010096,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Lauren,Butler,24,170,0,23,VIC,2019,Carisbrook (Vic)/GWV U18/Western Bulldogs (VFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010096.png?im=Scale,width=0.6,height=0.6",20/11/2000
CD_I1010102,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Nell,Morris-Dalton,24,176,0,17,VIC,2020,Fitzroy JFC (Vic)/Northern U18/Darebin Falcons (VFLW)/Western Bulldogs,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010102.png?im=Scale,width=0.6,height=0.6",05/04/2001
CD_I1010103,2025,2,2,CD_T7387,WB,Western Bulldogs,Bulldogs,Isabella,Grant,23,175,0,3,VIC,2021,Spotswood (Vic)/Western U18,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010103.png?im=Scale,width=0.6,height=0.6",21/09/2001
CD_I1010104,2025,2,2,CD_T8788,RICH,Richmond,Richmond,Monique,Conti,25,165,0,4,VIC,2018,Essendon Doutta Stars (Vic)/Calder U18/Melbourne University (VFLW)/Western Bulldogs,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010104.png?im=Scale,width=0.6,height=0.6",09/12/1999
CD_I1010236,2025,2,2,CD_T7386,NAR,Narrm,Demons,Gabrielle,Colvin,34,175,0,32,VIC,2020,Darebin Falcons (VFLW),other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010236.png?im=Scale,width=0.6,height=0.6",01/03/1991
CD_I1010257,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Clara,Fitzpatrick,34,184,0,9,VIC,2020,Diamond Creek (VFLW)/Melbourne University (VFLW)/Southern Saints (VFLW)/St Kilda,other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010257.png?im=Scale,width=0.6,height=0.6",01/10/1990
CD_I1010263,2025,2,2,CD_T9408,SYD,Sydney Swans,Swans,Chloe,Molloy,26,171,0,5,VIC,2018,Whittlesea (Vic)/Calder U18/Diamond Creek (VFLW)/Collingwood,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010263.png?im=Scale,width=0.6,height=0.6",06/12/1998
CD_I1010264,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Alexandra,Morcom,29,166,0,25,VIC,2022,Diamond Creek (VFLW)/Essendon (VFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010264.png?im=Scale,width=0.6,height=0.6",22/08/1996
CD_I1010265,2025,2,2,CD_T8466,NMFC,Kangaroos,Kangaroos,Ash,Riddell,29,158,0,7,VIC,2019,Eltham (Vic)/Fitzroy JFC (Vic)/Diamond Creek (VFLW)/Melbourne University (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010265.png?im=Scale,width=0.6,height=0.6",07/03/1996
CD_I1010279,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Bess,Keaney,33,174,0,12,VIC,2021,Melbourne University (VFLW)/Southern Saints (VFLW)/Gold Coast,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010279.png?im=Scale,width=0.6,height=0.6",22/12/1991
CD_I1010658,2025,2,2,CD_T9407,HAW,Hawthorn,Hawks,Kristy,Stratton,30,165,0,41,VIC,2018,Scoresby (Vic)/Box Hill (VFLW)/Collingwood/Hawthorn (VFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010658.png?im=Scale,width=0.6,height=0.6",26/01/1995
CD_I1010662,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Claudia,Whitfort,26,170,0,4,VIC,2018,Melbourne/St Kilda,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010662.png?im=Scale,width=0.6,height=0.6",31/07/1999
CD_I1010663,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Ashleigh,Brazill,35,175,0,24,WA,2018,Collingwood,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010663.png?im=Scale,width=0.6,height=0.6",29/12/1989
CD_I1010677,2025,2,2,CD_T8466,NMFC,Kangaroos,Kangaroos,Kim,Rennie,30,185,0,26,VIC,2018,Sandringham Sabres (SEABL)/Western Bulldogs,other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010677.png?im=Scale,width=0.6,height=0.6",19/10/1994
CD_I1010686,2025,2,2,CD_T7387,WB,Western Bulldogs,Bulldogs,Elle,Bennetts,35,175,0,11,VIC,2018,Victorian Fury (Australia Netball League)/GWS Giants,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010686.png?im=Scale,width=0.6,height=0.6",06/09/1989
CD_I1010688,2025,2,2,CD_T8788,RICH,Richmond,Richmond,Maddie,Shevlin,27,174,0,35,ACT,2019,Gungahlin Jets (AFL Canberra)/Melbourne/Casey Demons (VFLW)/Collingwood,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010688.png?im=Scale,width=0.6,height=0.6",21/09/1997
CD_I1010689,2025,2,2,CD_T7387,WB,Western Bulldogs,Bulldogs,Naomi,Ferres,27,164,0,16,VIC,2018,Werribee Centrals (Vic)/Wyndham Vale (Vic)/VU Western Spurs (VFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010689.png?im=Scale,width=0.6,height=0.6",26/10/1997
CD_I1010690,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Bonnie,Toogood,27,178,0,8,VIC,2018,South Melbourne (Vic)/Western Bulldogs,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1010690.png?im=Scale,width=0.6,height=0.6",08/12/1997
CD_I1011057,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Teah,Charlton,23,170,0,25,SA,2021,Christies Beach (SA)/South Adelaide (SANFLW),other,MIDFIELDER_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011057.png?im=Scale,width=0.6,height=0.6",25/04/2002
CD_I1011062,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Cheyenne,Hammond,27,170,0,28,SA,2020,Port Willunga (SA)/Christies Beach (SA)/South Adelaide (SANFLW)/Gold Coast,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011062.png?im=Scale,width=0.6,height=0.6",29/07/1998
CD_I1011069,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Hannah,Munyard,24,162,0,6,SA,2020,Mt Barker (SA)/Christies Beach (SA)/South Adelaide (SANFLW)/Western Bulldogs,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011069.png?im=Scale,width=0.6,height=0.6",04/08/2001
CD_I1011078,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Abbie,Ballard,23,160,0,27,SA,2022,Peake (SA)/West Adelaide (SANFLW)/Strathalbyn (SA),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011078.png?im=Scale,width=0.6,height=0.6",16/04/2002
CD_I1011080,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Chelsea,Biddell,27,178,0,12,SA,2020,Fitzroy (SA)/West Adelaide (SANFLW),other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011080.png?im=Scale,width=0.6,height=0.6",15/07/1998
CD_I1011091,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Rachelle,Martin,26,153,0,5,SA,2020,Fitzroy (SA)/West Adelaide (SANFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011091.png?im=Scale,width=0.6,height=0.6",16/02/1999
CD_I1011095,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Madison,Newman,24,168,0,17,SA,2020,West Adelaide (SANFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1011095.png?im=Scale,width=0.6,height=0.6",10/05/2001
CD_I1012234,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Mikayla,Hyde,22,165,0,22,WA,2021,Swan Districts (WAFLW)/Fremantle,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012234.png?im=Scale,width=0.6,height=0.6",01/12/2002
CD_I1012236,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Sarah,Verrier,23,168,0,5,WA,2021,Peel Thunder (WAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012236.png?im=Scale,width=0.6,height=0.6",02/08/2002
CD_I1012241,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Abbey,Dowrick,22,165,0,5,WA,2022,Kambalda (WA)/Subiaco (WAFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012241.png?im=Scale,width=0.6,height=0.6",23/09/2002
CD_I1012242,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Emma,O'Driscoll,25,172,0,3,WA,2020,Swan Districts (WAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012242.png?im=Scale,width=0.6,height=0.6",22/04/2000
CD_I1012248,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Philipa,Seth,31,170,0,18,WA,2019,East Fremantle (WAFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012248.png?im=Scale,width=0.6,height=0.6",19/02/1994
CD_I1012253,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Jasmin,Stewart,26,168,0,13,WA,2020,Kambalda (WA)/Claremont (WAFLW)/Fremantle/Claremont (WAFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012253.png?im=Scale,width=0.6,height=0.6",04/11/1998
CD_I1012259,2025,2,2,CD_T8787,WAA,Waalitj Marawar,Eagles,Jaide,Britton,22,168,0,18,WA,2022,Mandurah (WA)/Peel Thunder (WAFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012259.png?im=Scale,width=0.6,height=0.6",13/12/2002
CD_I1012549,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Chloe,Dalton,32,173,0,0,NSW,2019,Carlton (VFLW)/Carlton,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012549.png?im=Scale,width=0.6,height=0.6",11/07/1993
CD_I1012555,2025,2,2,CD_T8096,CARL,Carlton,Blues,Celine,Moody,28,186,0,0,VIC,2019,South Belgrave (Vic)/Cranbourne (VFLW)/Carlton (VFLW)/Western Bulldogs,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012555.png?im=Scale,width=0.6,height=0.6",04/03/1997
CD_I1012558,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Brooke,Walker,30,171,0,9,NSW,2019,Carlton (VFLW)/Carlton,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012558.png?im=Scale,width=0.6,height=0.6",03/01/1995
CD_I1012560,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Chantel,Emonson,32,162,0,16,VIC,2019,Casey Demons (VFLW)/Melbourne,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012560.png?im=Scale,width=0.6,height=0.6",08/05/1993
CD_I1012575,2025,2,2,CD_T9407,HAW,Hawthorn,Hawks,Casey,Sherriff,27,175,0,12,VIC,2020,Gippsland U18/Casey Demons (VFLW)/Melbourne,other,MIDFIELDER_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012575.png?im=Scale,width=0.6,height=0.6",22/04/1998
CD_I1012580,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Sophie,Alexander,32,178,0,24,VIC,2019,Redan (Vic)/Eastern Devils (VFLW)/Collingwood (VFLW)/Collingwood,other,MIDFIELDER_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012580.png?im=Scale,width=0.6,height=0.6",25/05/1993
CD_I1012581,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Gabrielle,Biedenweg-Webster,27,173,0,31,VIC,2022,Williamstown (VFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012581.png?im=Scale,width=0.6,height=0.6",13/01/1998
CD_I1012595,2025,2,2,CD_T7387,WB,Western Bulldogs,Bulldogs,Vaomua,Laloifi,32,173,0,32,VIC,2020,Old Xaverians (Vic)/Collingwood (VFLW)/Western Bulldogs (VFLW)/Carlton,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012595.png?im=Scale,width=0.6,height=0.6",24/07/1993
CD_I1012637,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Mikala,Cann,24,170,0,25,VIC,2019,Blackburn (Vic)/Eastern U18/Hawthorn (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012637.png?im=Scale,width=0.6,height=0.6",04/11/2000
CD_I1012640,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Julia,Crockett-Grills,30,166,0,6,VIC,2019,Kyabram (Vic)/Scoresby (Vic)/Knox (Vic)/Hawthorn (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1012640.png?im=Scale,width=0.6,height=0.6",28/10/1994
