Player,Team,Position,Price,SeasonPriceChange,PriceChg,PricedAt,BreakEven,LastScore,LastTG,LastPPM,LastCBA,CBAchg,LastKI,KIchg,SeasAvg,SeasTG,SeasPPM,SeasCBA,SeasKI,Last3Score,Last3TG,Last3PPM,Last3CBA,Last3KI,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10,OwnershipTop1000Chg,OwnershipTop100Chg,OwnershipTop10Chg,WinAvg,LossAvg,HomeAvg,AwayAvg,OppLastScore,OppLast3Score,OppCareer,ReservesAvg,ReservesLast
Finn Callaghan,GWS,MID,416400,-25200,-23800,80.42564356,95,82,76,0.854166667,68,-1,0,0,91.4,78.8,0.888556724,73.6,0,69.66666667,77.33333333,0.900862069,70.33333333,0,29.9305,12.1,8,0,-8.1,-3,-10,100.5,55,108,80.33333333,71,78.33333333,78.33333333,0,0
Will Day,HAW,MID,483900,-7400,0,93.46294169,110,,,,0,0,0,0,101,77.25,1.036539067,70,0,85.33333333,78.66666667,1.084745763,75,0,7.24306,0,0,0,-3.5,-2,0,101,,90,112,103,105,105,0,0
Jason Horne-Francis,PTA,MID/FWD,521200,-15800,25600,100.6672561,39,119,80,1.101851852,77,4,0,0,99.6,80.4,0.965244815,67.8,0,118,81.33333333,1.450819672,73.66666667,0,46.2786,80.1,84,70,5.7,8,10,90,106,111,82.5,124,91,91.5,0,0
Jack Crisp,COL,MID,436500,-33200,-23900,84.30786123,118,64,84,0.598130841,12,12,0,0,80.4,83.8,0.750453311,5.4,0,73.66666667,82.33333333,0.894736842,4,0,0.482401,0,0,0,0,0,0,82,74,83.33333333,76,71,81.66666667,95.92857143,0,0
Ed Richards,WBD,MID,500600,-30400,-7800,96.68846582,89,113,82,1.056074766,86,3,0,0,102,81.8,0.96592121,81.6,0,95.33333333,82.33333333,1.157894737,78,0,1.28749,3.3,4,0,0.5,3,0,97.5,105,112.3333333,86.5,75,86.33333333,72.2,0,0
Jesse Hogan,GWS,FWD,496700,-1100,-1100,95.9351997,89,70,92,0.603448276,0,0,0,0,98.33333333,91.33333333,0.85703498,0,0,98.33333333,91.33333333,1.076642336,0,0,1.38927,0.1,0,0,0.1,0,0,104,87,138,78.5,67,71,71.08333333,0,0
Christian Salem,MEL,DEF,429400,-1700,-12900,82.93653061,99,94,88,0.817391304,0,0,0,-8,91.6,87,0.825518374,0,2.4,78.33333333,85.33333333,0.91796875,0,5.333333333,2.36003,0.2,0,0,-0.3,0,0,,91.6,94.66666667,87,55,78,74.75,0,0
Stephen Coniglio,GWS,MID/FWD,398300,-29500,0,76.92971621,103,,,,0,0,0,0,62.33333333,83,0.578707333,0,0,62.33333333,83,0.751004016,0,0,0.210611,0,0,0,0,0,0,67,53,52,67.5,62,99.33333333,91,0,0
Dion Prestia,RIC,MID,426100,0,0,82.29915159,85,,,,0,0,0,0,,,,,,87,80,1.0875,47.66666667,0,0.0709254,0,0,0,0,0,0,,,,,103,98.33333333,98.8,0,0
Jy Simpkin,NTH,MID/FWD,468500,39200,1400,90.48850626,117,101,88,0.855932203,39,-14,0,0,99.8,82.8,0.922812236,36.8,0,94,85.33333333,1.1015625,42.66666667,0,8.27229,2.6,0,0,-0.5,-4,0,102,99.25,88.33333333,117,65,71.33333333,72,0,0
Steele Sidebottom,COL,MID,495700,89900,28700,95.74205455,59,113,76,1.177083333,53,20,0,0,104.2,81,1.016704586,45,0,114.6666667,80,1.433333333,48,0,1.03194,0,0,0,0,0,0,113.25,68,115.3333333,87.5,87,64,86.46153846,0,0
Jeremy Cameron,GEE,FWD,403200,-62900,3000,77.87612748,31,105,97,0.826771654,0,0,0,-10,77.4,91,0.672267056,0,0.2,82,92.33333333,0.888086643,0,3.333333333,4.32483,0,0,0,0,0,0,96.33333333,49,92,67.66666667,101,106,76.27272727,0,0
Sam Durham,ESS,MID,480900,-1400,2200,92.88350622,73,105,84,0.963302752,65,65,0,0,95.75,83.25,0.903692892,64.75,0,97,83.33333333,1.164,68,0,1.14997,0.1,0,0,0.1,0,0,107,84.5,93,98.5,95,85.66666667,68.4,0,0
George Wardlaw,NTH,MID,461300,0,0,89.09786113,92,,,,0,0,0,0,,,,,,83.33333333,72.66666667,1.146788991,57.33333333,0,0.129398,0,0,0,0,0,0,,,,,75,77,77,0,0
Dylan Shiel,ESS,MID/DEF,404300,-9400,-900,78.08858716,62,88,69,0.988764045,58,58,0,0,78.5,74.5,0.850567647,31.25,0.5,80,71,1.126760563,41.66666667,3,0.378991,0,0,0,0,0,0,90,67,76,81,101,107.3333333,88.1,0,0
Nick Blakey,SYD,DEF,481300,-43900,-31500,92.96076428,139,67,86,0.614678899,0,0,25,25,92.4,86,0.855196382,0,4.6,78.33333333,85,0.921568627,0,17.33333333,2.94151,0.1,0,0,-0.1,0,0,84,98,113.5,78.33333333,71,80.33333333,,0,0
Ned Moyle,GCS,RUC,462100,0,0,89.25237726,92,,,,0,0,0,0,,,,,,80.33333333,76,1.057017544,71.66666667,0,0.0763396,0,0,0,0,0,0,,,,,,,,0,0
Bailey Smith,GEE,MID/FWD,458900,69700,24400,88.63431275,40,126,80,1.2,78,19,0,0,115.5,81.25,1.118410401,49.5,0,105,81.66666667,1.285714286,57.33333333,0,74.0521,96.2,100,100,9.2,9,10,127,81,127.5,103.5,53,73,72.83333333,0,0
Jack Bowes,GEE,MID,408200,-40900,5500,78.84185327,74,83,79,0.805825243,16,-29,0,0,72.6,74.8,0.788356629,24.8,0.2,84.33333333,72,1.171296296,32,0,0.193827,0,0,0,0,0,0,77.33333333,65.5,74.5,71.33333333,79,62,56,0,0
Charlie Curnow,CAR,FWD,366300,-77900,-13100,70.74907117,73,98,81,0.960784314,0,0,0,0,54.25,86,0.50761573,0,0,65.66666667,87,0.754789272,0,0,1.14726,0,0,0,0,0,0,98,39.66666667,56.33333333,48,106,119.3333333,96.42857143,0,0
Jake Soligo,ADE,MID,500200,52300,-1000,96.61120775,110,63,78,0.617647059,59,-14,0,0,103.8,79,1.000848584,60.4,0,99,81.66666667,1.212244898,67.33333333,0,8.20407,3.4,4,10,0.8,2,10,110,94.5,95,117,75,71.5,71.5,0,0
Matthew Kennedy,WBD,MID/FWD,447700,33300,-1500,86.47108699,115,62,79,0.596153846,86,13,0,0,91.8,78.4,0.909170212,68,0,88.33333333,79,1.11814346,80,0,2.52949,0.6,0,0,0,0,0,114,77,85.33333333,101.5,65,80.33333333,76,0,0
Alex Neal-Bullen,ADE,MID/FWD,398000,-60500,-21500,76.87177266,110,65,83,0.601851852,0,0,0,0,72.2,82.4,0.667568173,0,0,67.33333333,83,0.81124498,0,0,1.25067,0,0,0,0,0,0,77.66666667,64,73.33333333,70.5,91,68.33333333,59.44444444,0,0
Xavier Duursma,ESS,MID,422700,600,-14600,81.64245805,79,56,83,0.513761468,0,0,0,0,85.25,81,0.834912189,0.75,0,76,80.33333333,0.946058091,0,0,0.353544,0,0,0,0,0,0,87,83.5,86,84.5,92,86,80.8,0,0
Trent Rivers,MEL,DEF/MID,394100,-68800,-12200,76.11850655,121,77,76,0.785714286,31,31,33,25,67.4,78.2,0.681297738,13,1.2,71.66666667,80,0.895833333,11.33333333,13.66666667,1.57119,0.2,0,0,0,0,0,,67.4,83.66666667,43,97,71.66666667,65.85714286,0,0
Jeremy Sharp,FRE,MID,323500,-53400,-8500,62.48245843,43,86,91,0.767857143,0,0,0,0,63.6,87.4,0.573475978,0,0,59.66666667,87.66666667,0.680608365,0,0,0.387112,0,0,0,0,0,0,59.66666667,69.5,68,60.66666667,56,59,51,0,0
Adam Cerra,CAR,MID,494100,46400,11300,95.43302229,79,117,78,1.206185567,78,22,0,0,106.6,77.4,1.088792408,60.4,0,104.6666667,77,1.359307359,65.33333333,0,15.0432,70.2,80,80,12.3,21,40,117,104,109.3333333,102.5,74,95.33333333,83.85714286,0,0
Zach Guthrie,GEE,DEF,450400,-800,4800,86.99257891,60,95,83,0.87962963,0,0,30,30,92.8,83,0.882427461,0,3.4,92.33333333,84.33333333,1.09486166,0,20,0.827824,0.1,0,0,0,0,0,103.6666667,76.5,108,82.66666667,77,92,73.4,0,0
Scott Pendlebury,COL,MID,427900,-37900,23600,82.64681287,47,103,72,1.144444444,56,-5,0,0,75,67,0.849179959,55.2,0,98.33333333,75,1.311111111,55.66666667,0,0.447751,0,0,0,0,0,0,78.5,61,76,73.5,58,82.33333333,103.8461538,0,0
Lawson Humphries,GEE,DEF,431200,12700,2000,83.28419189,90,82,88,0.713043478,0,0,40,0,87.6,87,0.79696179,0,3.2,87,89.33333333,0.973880597,0,46.66666667,1.66594,0.2,0,0,-0.1,0,0,88.33333333,86.5,91.5,85,66,66,66,0,0
Lachie Ash,GWS,DEF,512500,55800,33500,98.98689319,39,137,83,1.304761905,0,0,10,-1,112.8,83.6,1.052537231,0,2.8,120.6666667,83.66666667,1.442231076,0,17.33333333,3.5349,1.2,1,0,0.7,1,0,117.25,95,126,104,97,77.33333333,78,0,0
Jordan De Goey,COL,MID,441800,0,0,85.33153056,114,,,,0,-39,0,0,75,72,0.867987013,32,0,74.33333333,66,1.126262626,25.33333333,0,0.284243,0,0,0,0,0,0,75,,79,71,55,95.66666667,86,0,0
Cameron Guthrie,GEE,MID,278000,0,0,53.69435377,55,,,,0,0,0,0,,,,,,58.66666667,52,1.128205128,49.66666667,0,0.303193,0,0,0,0,0,0,,,,,90,113,90.6,0,0
Harry Himmelberg,GWS,DEF,525700,34000,-700,101.5364093,118,72,92,0.620689655,0,0,20,-24,103.6,91.4,0.887867079,0,3.2,104.3333333,90.33333333,1.15498155,0,27.66666667,1.20898,0.1,0,0,0,0,0,100.25,117,109.5,99.66666667,99,77,76.77777778,0,0
Nick Haynes,CAR,DEF,357000,-19500,11800,68.95282121,53,96,84,0.905660377,0,0,0,0,68.2,81,0.658222679,0,0,77.66666667,83.33333333,0.932,0,0,0.629125,0,0,0,0,0,0,96,61.25,72.66666667,61.5,15,65,74.75,0,0
Bailey J. Williams,WCE,RUC,327800,-41900,-22700,63.31298261,131,12,79,0.121212121,85,-1,0,0,47.5,70.25,0.529646939,75.5,0,52.66666667,77,0.683982684,83.33333333,0,0.904164,0,0,0,0,0,0,,47.5,93,32.33333333,44,58.33333333,58.57142857,0,0
Ned Reeves,HAW,RUC,244600,0,0,47.24330551,49,,,,0,0,0,0,,,,,,57.66666667,63,0.915343915,61,0,0.472656,0,0,0,0,0,0,,,,,44,32.5,32.5,0,0
Tom Powell,NTH,MID,414200,-17800,-17700,80.00072421,77,84,68,0.913043478,44,-19,0,0,85.4,75.4,0.87952795,52.4,0,72.66666667,74.33333333,0.977578475,53,0,1.47482,0.5,1,10,-0.2,-1,10,124,75.75,98,66.5,39,58.66666667,58.66666667,0,0
Matt Flynn,WCE,RUC,261900,0,0,50.58471674,20,,,,0,0,0,0,87,85,0.798165138,68,0,63,62.33333333,1.010695187,47.33333333,0,9.11581,0.6,0,0,-2.7,-1,0,,87,87,,60,61.5,61.5,0,0
Jase Burgoyne,PTA,MID/DEF,440700,9900,-17500,85.11907089,150,72,96,0.558139535,0,0,14,5,82.2,93.4,0.681796824,0,1,78,95.66666667,0.81533101,0,13.33333333,0.63508,0.1,0,0,0,0,0,99.5,70.66666667,80,85.5,67,67,67,0,0
Hunter Clark,STK,MID,412000,0,0,79.57580487,198,,,,0,0,0,0,24,30,0.641554054,28.5,0,44.33333333,38.66666667,1.146551724,35.66666667,0,0.113156,0,0,0,0,0,0,41,7,41,7,60,74.33333333,72.8,0,0
Patrick Dangerfield,GEE,MID/FWD,452900,-1300,9800,87.47544181,68,91,81,0.858490566,32,-18,0,0,88.2,75,0.938717657,43.6,0,95.66666667,75.66666667,1.264317181,49,0,0.654571,0,0,0,0,0,0,94.33333333,79,96,83,69,89,119.1538462,0,0
Mitchell Hinge,ADE,DEF,504000,400,7700,97.34515935,90,95,85,0.855855856,0,0,36,5,95.8,80.2,0.907037698,0,2.2,104.6666667,82.66666667,1.266129032,0,22.33333333,0.411476,0,0,0,0,0,0,89.33333333,105.5,91.33333333,102.5,121,88.33333333,88.33333333,0,0
Callum Mills,SYD,DEF,357200,0,0,68.99145024,71,,,,0,0,0,0,,,,,,87,84.66666667,1.027559055,9.666666667,6,1.78451,0,0,0,0,0,0,,,,,57,94,82.55555556,0,0
Steven May,MEL,DEF,464900,-22600,-22600,89.7931837,108,47,92,0.391666667,0,0,67,13,80,94,0.684502858,0,7,80,94,0.85106383,0,68,0.611258,0,0,0,0,0,0,,80,58.5,123,124,93.66666667,83.23076923,0,0
Gryan Miers,GEE,FWD,417400,-24000,2800,80.61878872,86,68,87,0.601769912,0,0,0,0,75.4,87.2,0.689722901,0,0,84.66666667,86.66666667,0.976923077,0,0,1.13427,0,0,0,0,0,0,77.66666667,72,82.5,70.66666667,72,83.33333333,78.875,0,0
Sam Berry,ADE,MID,342800,0,0,66.21015997,68,,,,0,0,0,0,,,,,,81.66666667,72,1.134259259,67,0,0.224687,0,0,0,0,0,0,,,,,104,79.66666667,70.5,0,0
Rhys Stanley,GEE,RUC,379000,0,0,73.20201467,40,74,79,0.718446602,81,8,0,0,93,77.5,0.981445523,77,0,110,81,1.358024691,82.33333333,0,1.02761,0.2,0,0,0.2,0,0,93,,112,74,77,70,76,0,0
Harry Morrison,HAW,MID,308600,17100,-3200,59.60459559,67,55,82,0.495495495,0,0,0,0,64.4,80.2,0.627548195,0,0,59.66666667,79.33333333,0.75210084,0,0,0.512721,0,0,0,0,0,0,66.75,55,63,65.33333333,26,34.33333333,54.5,0,0
Conor Nash,HAW,MID,379500,-32400,-33900,73.29858725,125,24,39,0.452830189,31,31,0,0,71.4,71,0.754117756,65.4,0,56.66666667,66.66666667,0.85,62.33333333,0,0.42447,0,0,0,0,0,0,83.25,24,81,65,61,71.33333333,49.14285714,0,0
Mason Wood,STK,MID/FWD,446100,14400,-1400,86.16205474,121,91,88,0.8125,0,0,0,0,86.6,89.6,0.764746377,0,0,88,87,1.011494253,0,0,0.37087,0,0,0,0,0,0,90.33333333,81,102.6666667,62.5,106,85.33333333,73,0,0
Harry McKay,CAR,FWD,467200,0,0,90.23741756,191,13,11,1,4,4,0,0,44,53.5,0.795275591,8,0,54.66666667,67,0.815920398,9.333333333,0,0.786677,0,0,0,0,0,0,13,75,13,75,86,113,90.2,0,0
Kieran Strachan,ADE,RUC,223100,0,0,43.09068463,44,,,,0,0,0,0,,,,,,74,73.66666667,1.004524887,78.33333333,0,0.144017,0,0,0,0,0,0,,,,,,,,0,0
Darcy Fort,BRL,RUC,190500,0,0,36.79415249,-29,,,,0,0,0,0,71.5,77.5,0.72018395,54.5,0,71,79.66666667,0.891213389,63.33333333,0,2.63236,0.1,0,0,0,0,0,71.5,,67,76,31,41,41,0,0
Angus Sheldrick,SYD,MID,150500,-11200,1900,29.0683462,11,58,38,1.208333333,19,-1,0,0,31.25,31,0.830756705,21.25,0,31,25.33333333,1.223684211,14.66666667,0,4.46884,0.4,0,0,-0.2,-1,0,17.5,45,32,31,,,,0,0
Kane Farrell,PTA,DEF,437600,-7400,-12900,84.5203209,107,84,89,0.7,0,0,57,2,88.8,82.4,0.852962985,0,5,80,81.33333333,0.983606557,0,48.33333333,0.88738,0.5,1,0,0,1,0,94,85.33333333,86,93,110,93.66666667,87.75,0,0
Ryan Burton,PTA,DEF,387500,0,0,74.84374851,124,,,,0,0,0,0,53.5,52.5,0.785831286,0,1.5,62.66666667,60.66666667,1.032967033,0,21.66666667,0.119653,0,0,0,0,0,0,78,29,78,29,101,75.66666667,73.14285714,0,0
Bailey Williams,WBD,MID,412200,-2500,8200,79.6144339,90,94,86,0.831858407,0,0,0,0,76.4,84,0.71308245,0,0,86.66666667,82.33333333,1.052631579,0,0,0.182998,0,0,0,0,0,0,76.5,76.33333333,72,83,62,58,62,0,0
Jason Johannisen,WBD,DEF,426900,0,0,82.45366771,150,26,74,0.268041237,0,0,0,0,26,74,0.268041237,0,0,43,77.33333333,0.556034483,0,7.666666667,0.0368163,0,0,0,0,0,0,,26,26,,115,103.3333333,94.81818182,0,0
Tom De Koning,CAR,RUC,576000,28900,4800,111.2516107,125,118,81,1.156862745,85,7,0,0,120.8,79.4,1.189750579,85,0,117.3333333,80,1.466666667,83.66666667,0,56.6039,97.5,99,100,1,1,0,118,121.5,118.3333333,124.5,77,76,77.8,0,0
Oliver Florent,SYD,DEF/MID,383300,-41900,-10200,74.03253885,71,75,89,0.663716814,3,3,0,0,69.2,84.2,0.648967295,0.6,0.2,70.66666667,86,0.821705426,1,0,0.337843,0,0,0,0,0,0,68.5,69.66666667,67,70.66666667,32,67.33333333,64.25,0,0
Shaun Mannagh,GEE,FWD,405200,0,0,78.2624178,116,43,82,0.401869159,0,0,0,0,63,79,0.662045691,0,0,72,81.66666667,0.881632653,0,0,0.101245,0,0,0,0,0,0,63,,83,43,118,118,118,0,0
Mitch Duncan,GEE,DEF,423300,0,0,81.75834515,84,,,,0,0,0,0,,,,,,36,59,0.610169492,0,10.66666667,0.127233,0,0,0,0,0,0,,,,,128,114.3333333,106.0666667,0,0
Caleb Daniel,NTH,MID/FWD,430700,161600,39900,83.18761931,49,116,85,1.01754386,0,0,20,-36,104.2,82.4,0.97624057,0,5.4,108,82,1.317073171,0,36.33333333,78.1144,100,100,100,0.2,0,0,116,101.25,108,98.5,86,84,83.81818182,0,0
Jeremy McGovern,WCE,DEF,564700,-29400,0,109.0690704,137,,,,0,0,0,0,95.33333333,78.33333333,0.997831555,0,4.333333333,95.33333333,78.33333333,1.217021277,0,33.33333333,0.799129,0,0,0,0,0,0,,95.33333333,94.5,97,99,89,83.2,0,0
Jack Ross,RIC,MID/FWD,317600,7200,200,61.342902,64,59,73,0.655555556,30,27,0,0,71.8,80,0.699113629,22,0,63.33333333,79.33333333,0.798319328,24,0,1.58418,0,0,0,-0.2,0,0,134,56.25,86.66666667,49.5,64,59,59.75,0,0
Todd Goldstein,ESS,RUC,377200,0,0,72.85435339,75,,,,0,0,0,0,,,,,,78.33333333,66.66666667,1.175,64.66666667,0,0.24472,0,0,0,0,0,0,,,,,79,78,100.4545455,0,0
Ivan Soldo,PTA,RUC,447900,0,0,86.50971602,150,,,,0,0,0,0,35,60,0.5,29,0,60.33333333,73.33333333,0.822727273,61,0,0.108825,0,0,0,0,0,0,,35,,35,59,88,88,0,0
Connor Macdonald,HAW,FWD,375100,-25500,0,72.44874856,,,,,0,0,0,0,56,59.33333333,0.621139263,0,0,56,59.33333333,0.943820225,0,0,0.380615,0,0,0,0,0,0,56,,104,32,67,61,59,0,0
Tom Atkins,GEE,MID,455600,24000,3500,87.99693373,99,91,72,0.978494624,76,17,0,0,91.8,79,0.922943602,68.8,0,92.66666667,78.33333333,1.182978723,71,0,0.257172,0,0,0,0,0,0,86,100.5,83.5,97.33333333,67,68,64.25,0,0
Connor Idun,GWS,DEF,459900,1900,12100,88.82745791,73,92,84,0.867924528,0,0,0,0,88.8,85,0.817599539,0,0,98.33333333,85,1.156862745,0,0,0.245803,0,0,0,0,0,0,87.75,93,94.5,85,92,87.33333333,85.4,0,0
Brent Daniels,GWS,FWD,405000,-80000,0,78.22378877,94,,,,0,-10,0,0,69.25,63.75,0.840944326,14,0,58.66666667,58,1.011494253,10.66666667,0,1.02219,0,0,0,0,0,0,69.66666667,68,90.5,48,63,64,54.66666667,0,0
Elijah Hollands,CAR,FWD,404900,0,0,78.20447425,81,,,,0,0,0,0,,,,,,80.33333333,85.66666667,0.937743191,7.333333333,3.333333333,0.110449,0,0,0,0,0,0,,,,,68,77.33333333,77.33333333,0,0
Jack Billings,MEL,MID/FWD,310500,0,0,59.97157139,78,,,,0,0,0,0,49,90,0.433628319,0,0,69,88.66666667,0.778195489,0,0,0.225229,0,0,0,0,0,0,,49,49,,45,69.66666667,78.5,0,0
Wil Powell,GCS,DEF,420400,-56800,-22900,81.19822419,95,58,88,0.487394958,0,0,18,-15,66.75,87.25,0.590558145,0,1.75,71,88,0.806818182,0,21.66666667,0.356793,0,0,0,0,0,0,66.75,,98,56.33333333,70,112,78.71428571,0,0
Jack Macrae,STK,FWD/MID,506700,114500,-7600,97.86665128,133,70,81,0.68627451,74,-22,0,0,115.8,86.2,1.050637585,83.6,0,96.66666667,86.66666667,1.115384615,86.66666667,0,74.8404,100,100,100,0,0,0,127.3333333,98.5,117.3333333,113.5,,,,0,0
Brayden Fiorini,GCS,MID,393800,0,0,76.060563,78,,,,0,0,0,0,,,,,,59.66666667,72.66666667,0.821100917,0,0,0.0427718,0,0,0,0,0,0,,,,,101,93.33333333,80.625,0,0
Darcy Wilmot,BRL,DEF,430900,-18200,-21200,83.22624834,118,60,83,0.550458716,0,0,15,-3,84.6,81.8,0.790332077,0,2,74,80.33333333,0.921161826,0,11,0.668648,0,0,0,0,0,0,84.6,,92,79.66666667,54,64,60.5,0,0
Izak Rankine,ADE,FWD/MID,515800,-5800,-10200,99.62427221,136,91,82,0.85046729,59,-8,0,0,103.2,75.8,1.059434433,53.2,0,97,82.33333333,1.178137652,65.33333333,0,32.519,64.4,68,80,-2.3,-1,20,114.6666667,86,112.6666667,89,121,81.33333333,63.4,0,0
Tanner Bruhn,GEE,MID,393700,0,0,76.04124849,78,,,,0,0,0,0,,,,,,71.66666667,55.33333333,1.295180723,52.66666667,0,0.160259,0,0,0,0,0,0,,,,,86,69.5,69.5,0,0
John Noble,GCS,DEF,441000,19600,14100,85.17701443,96,100,84,0.884955752,0,0,55,38,91.25,84.75,0.828481929,0,3.25,95.66666667,85.33333333,1.12109375,0,31,1.55603,0.1,0,0,0.1,0,0,91.25,,67,99.33333333,71,68,65,0,0
James Peatling,ADE,MID/FWD,411000,58200,35000,79.38265971,35,85,84,0.779816514,27,-3,0,0,83.6,81.8,0.780673351,32.8,0,101.3333333,82.33333333,1.230769231,24,0,5.4775,0.8,0,0,0.3,0,0,69,105.5,81.66666667,86.5,,,,0,0
Keidean Coleman,BRL,DEF,269100,0,0,51.97536187,54,,,,0,0,0,0,,,,,,78.33333333,63.66666667,1.230366492,0,17,1.73036,0,0,0,0,0,0,,,,,116,72,68.75,0,0
Callan Ward,GWS,MID,341600,-75400,-7200,65.97838578,30,105,86,0.963302752,0,-7,0,0,70.2,79.8,0.654394983,2.2,0,64,75.66666667,0.845814978,2.333333333,0,0.270166,0,0,0,0,0,0,83.25,18,84,61,111,106.3333333,96.08333333,0,0
Jake Waterman,WCE,FWD,447800,0,0,86.4904015,177,53,82,0.514563107,0,0,0,0,45.5,70,0.51403831,0,0,59,77,0.766233766,0,0,0.498644,0,0,0,0,0,0,,45.5,38,53,65,70.66666667,66.16666667,0,0
Luke Jackson,FRE,RUC/FWD,557500,48200,0,107.6784253,53,,,,0,-77,0,0,117,77.25,1.220483683,79.75,0,125.6666667,74.33333333,1.69058296,84.66666667,0,10.9117,0.9,0,0,-14.4,-22,-50,140,94,106,128,96,100,100,0,0
Patrick Lipinski,COL,MID/FWD,412600,5000,-800,79.69169196,76,94,86,0.862385321,0,0,0,0,82.8,86,0.756876375,0,0,81.66666667,85.66666667,0.953307393,0,0,2.34054,0,0,0,0,0,0,85,74,88.33333333,74.5,73,67.66666667,,0,0
Justin McInerney,SYD,MID,443700,0,0,85.69850636,99,,,,0,0,0,0,83,82.5,0.769380342,15.5,0,77,70.33333333,1.09478673,22.33333333,0,0.0752568,0,0,0,0,0,0,,83,83,,53,74.66666667,66.5,0,0
Ben Keays,ADE,FWD,455000,18300,-20300,87.88104664,138,62,91,0.521008403,0,0,0,0,89,87.4,0.787732264,0,0,79.33333333,90.33333333,0.878228782,0,0,1.45154,0,0,0,-0.2,0,0,103.6666667,67,79.33333333,103.5,120,99,87.71428571,0,0
Marc Pittonet,CAR,RUC,484100,0,0,93.50157072,96,,,,0,0,0,0,,,,,,101.3333333,81,1.251028807,87.33333333,0,0.0617214,0,0,0,0,0,0,,,,,77,65,65,0,0
Travis Boak,PTA,MID/FWD,418000,-5500,-12400,80.73467581,99,76,78,0.716981132,11,11,0,0,85.75,77.5,0.875995977,9.75,0,76.33333333,79.33333333,0.962184874,7.666666667,0,0.185164,0,0,0,0,0,0,77,94.5,77,94.5,57,78.66666667,89.83333333,0,0
Will Phillips,NTH,MID/FWD,315400,-21100,0,60.91798266,83,,,,0,0,0,0,50.66666667,58,0.679040404,38.66666667,0,50.66666667,58,0.873563218,38.66666667,0,0.161883,0,0,0,0,0,0,57,47.5,57,47.5,67,59.5,59.5,0,0
Tom Sparrow,MEL,MID/FWD,289800,-58400,-36000,55.97346663,120,27,63,0.329268293,8,8,0,0,53,77.4,0.524720387,26.4,0,37.66666667,74,0.509009009,16.33333333,0,0.262045,0,0,0,0,0,0,,53,57,47,54,75,67.5,0,0
Jarman Impey,HAW,DEF,373500,-76500,-30000,72.13971631,143,34,84,0.300884956,0,0,0,0,55.2,81.2,0.531951034,0,0.2,57.66666667,81.66666667,0.706122449,0,0,0.321059,0,0,0,0,0,0,60.5,34,55.5,55,90,88,66.33333333,0,0
Shai Bolton,FRE,MID/FWD,421900,5800,10800,81.48794193,76,89,84,0.855769231,30,-17,0,0,81.75,79,0.829346348,39.25,0,90,79.66666667,1.129707113,38.66666667,0,4.39359,0.2,1,0,0.2,1,0,90,57,72,91.5,67,89.66666667,78.66666667,0,0
Jaime Uhr-Henry,HAW,RUC,99100,0,0,19.1406851,20,,,,0,0,0,0,,,,,,,,,,,1.353,0.2,1,0,0,0,0,,,,,,,,0,0
Liam Baker,WCE,MID/FWD,426700,-16900,-7700,82.41503868,98,71,83,0.682692308,48,-4,0,0,83.8,82,0.794559586,49.4,0.8,80.66666667,81.66666667,0.987755102,54.66666667,2,3.14454,0.4,0,0,-0.2,0,0,,83.8,93.5,77.33333333,72,69,83.125,0,0
Miles Bergman,PTA,DEF/MID,437500,19300,5100,84.50100638,83,62,43,1.068965517,0,0,0,0,84.6,78.2,0.879434008,3.2,0.4,90,71.33333333,1.261682243,0,2,2.04005,0.5,1,0,-0.5,1,0,69.5,94.66666667,85,84,85,69.33333333,69.33333333,0,0
Billy Dowling,ADE,MID,359800,0,0,69.49362765,72,,,,0,0,0,0,,,,,,58.33333333,78.66666667,0.741525424,0,0,0.100162,0,0,0,0,0,0,,,,,57,57,57,0,0
Callum Wilkie,STK,DEF,455700,-38600,-9100,88.01624825,74,84,100,0.666666667,0,0,14,14,85,100,0.666495706,0,0.6,85.66666667,100,0.856666667,0,4.666666667,0.594474,0,0,0,-0.1,0,0,92.66666667,73.5,82.66666667,88.5,71,85.33333333,78,0,0
Brayden Maynard,COL,DEF,403700,-16600,-9100,77.97270006,84,58,82,0.557692308,0,0,17,7,73.2,80.6,0.716263157,0,1,75.33333333,79.33333333,0.949579832,0,9,0.901457,0,0,0,0,0,0,78.25,53,81.33333333,61,85,94,78.33333333,0,0
Jake Bowey,MEL,DEF,429000,91100,15500,82.85927254,90,85,83,0.787037037,0,0,0,-23,95,79.8,0.940986119,0,2.6,94,82.66666667,1.137096774,0,10.33333333,3.7022,1.2,1,10,0.2,0,0,,95,99,89,78,74,70.75,0,0
Oliver Dempsey,GEE,MID,383200,-24900,11400,74.01322433,33,100,92,0.833333333,0,0,0,0,76.6,88,0.682089386,0,0,82.66666667,88.66666667,0.932330827,0,0,0.664858,0,0,0,0,0,0,92,53.5,88,69,96,91,91,0,0
Jack Scrimshaw,HAW,DEF,441800,0,0,85.33153056,134,,,,0,0,0,0,65,52,0.8195671,0,0.5,66,62,1.064516129,0,12,0.216566,0,0,0,0,0,0,65,,18,112,78,64.66666667,72.66666667,0,0
Heath Chapman,FRE,DEF,356600,-24300,12500,68.87556315,53,86,87,0.803738318,0,0,0,0,60.6,74,0.609578832,0,0.4,78,84.66666667,0.921259843,0,0,0.304817,0,0,0,0,0,0,78,34.5,66,57,41,54.66666667,60.25,0,0
