Player,Team,Position,Price,PricedAt,Breakeven,Avg2023,Avg2024,L01,L02,L03,L04,L05,LastScore,SeasonAvg,Last3Avg,Last5Avg
Harry DeMattia,COL,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Harry Edwards,WCE,DEF,343000,34.2368320631656,37,33.5,40.8888888888889,44,31,30,20,0,44,31.25,35,31.25
Harry Himmelberg,GWS,DEF,870000,86.8397781193997,102,72.3181818181818,80.3913043478261,58,100,106,96,0,58,88.2,88,90
Harry Lemmey,CAR,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Harry McKay,CAR,FWD,748000,74.6622460153,138,69.6315789473684,81.85,13,65,0,0,0,13,39,39,39
Harry Morrison,HAW,MID,638000,63.6825039542265,66,76.4615384615385,56.5,62,72,61,73,0,62,67.6,65,67
Harry O'Farrell,CAR,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Harry Perryman,COL,DEF/MID,707000,70.5697967016271,74,70.5263157894737,74,77,95,43,49,0,77,70.8,71.6666666666667,66
Harry Rowston,GWS,MID,230000,22.9576424913356,25,29.4285714285714,0,0,0,0,0,0,0,0,0,0
Harry Schoenberg,ADE,FWD,427000,42.6213623643491,47,50.7272727272727,41.75,0,0,0,0,0,0,0,0,0
Harry Sharp,MEL,MID/FWD,442000,44.1185999181318,77,59.3333333333333,45.6666666666667,20,21,58,46,0,20,38,33,36.25
Harry Sheezel,NTH,DEF/MID,1075000,107.302024687764,122,97.3478260869565,112.142857142857,100,125,90,102,0,100,106.2,105,104.25
Harvey Gallagher,WBD,MID/DEF,523000,52.2036827085587,82,0,54.7894736842105,28,35,62,63,0,28,47,41.6666666666667,47
Harvey Harrison,COL,FWD,420000,41.9226515059171,46,39.5,40.9166666666667,0,0,0,0,0,0,0,0,0
Harvey Johnston,WCE,DEF,260000,25.9521175989011,29,0,28.8333333333333,0,0,0,0,0,0,0,0,0
Harvey Langford,MEL,MID,4e+05,39.9263347675401,8,0,0,77,36,75,16,0,77,51,62.6666666666667,51
Harvey Thomas,GWS,FWD,479000,47.8117858841293,46,0,46.3181818181818,56,0,0,0,0,56,56,56,56
Hayden McLean,SYD,FWD,611000,60.9874763574175,74,65.5714285714286,64.8260869565217,69,41,59,0,0,69,56.3333333333333,56.3333333333333,56.3333333333333
Hayden Young,FRE,MID,942000,94.0265183775569,107,89.2272727272727,92.9130434782609,90,0,0,0,0,90,90,90,90
Heath Chapman,FRE,DEF,575000,57.3941062283389,28,60.3333333333333,65.625,103,65,47,57,0,103,57.4,71.6666666666667,68
Henry Hustwaite,HAW,MID,526000,52.5031302193152,58,62.5,22.75,0,0,0,0,0,0,0,0,0
Henry Smith,BRL,FWD,315000,31.4419886294378,35,0,37.5,0,0,0,0,0,0,0,0,0
Hudson O'Keeffe,CAR,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Hugh Bond,ADE,DEF,340000,33.9373845524091,37,0,36.4285714285714,0,0,0,0,0,0,0,0,0
Hugh Boxshall,STK,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Hugh Davies,FRE,DEF,230000,22.9576424913356,25,0,16,0,0,0,0,0,0,0,0,0
Hugh Jackson,PTA,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Hugh McCluggage,BRL,MID,1009000,100.71417945112,74,89.3181818181818,97.3478260869565,111,141,121,90,0,111,104.6,124.333333333333,115.75
Hugo Garcia,STK,MID/FWD,547000,54.5992627946111,29,0,43.625,82,42,110,27,0,82,64,78,65.25
Hugo Ralphsmith,RIC,MID,556000,55.4976053268807,53,38.9230769230769,53.6666666666667,66,0,0,0,0,66,66,66,66
Hunter Clark,STK,MID,641000,63.981951464983,115,67.8333333333333,73.4545454545455,45,16,0,0,0,45,30.5,30.5,30.5
Iliro Smit,COL,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Indhi Kirk,SYD,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Isaac Cumming,ADE,MID,585000,58.3922645975274,50,68.2941176470588,61.25,61,97,50,28,0,61,61.6,69.3333333333333,59
Isaac Heeney,SYD,MID,936000,93.4276233560438,112,80,105.190476190476,102,76,79,103,0,102,88,85.6666666666667,90
Isaac Kako,ESS,MID/FWD,379000,37.8302021922442,28,0,0,47,40,44,51,0,47,45.5,43.6666666666667,45.5
Isaac Keeler,STK,FWD,271000,27.0500918050084,33,0,0,7,37,47,0,0,7,30.3333333333333,30.3333333333333,30.3333333333333
Isaac Quaynor,COL,DEF,520000,51.9042351978021,61,68.5217391304348,53.2173913043478,64,36,42,57,0,64,52.4,47.3333333333333,49.75
Isaiah Dudley,FRE,FWD,315000,31.4419886294378,17,0,0,26,56,50,0,0,26,44,44,44
Ivan Soldo,PTA,RUC,711000,70.9690600493025,114,78.625,72.5,26,0,0,0,0,26,26,26,26
Izak Rankine,ADE,FWD/MID,876000,87.4386731409128,85,74.2,79.8,107,69,116,70,0,107,93.8,97.3333333333333,90.5
Jack Billings,MEL,MID/FWD,632000,63.0836089327134,82,60.6666666666667,63.5625,47,0,0,0,0,47,47,47,47
Jack Bowes,GEE,MID,685000,68.3738482894124,71,60.7058823529412,78.45,74,82,64,41,0,74,65,73.3333333333333,65.25
Jack Buckley,GWS,DEF,538000,53.7009202623414,56,57.1739130434783,60.4761904761905,66,35,71,48,0,66,50.8,57.3333333333333,55
Jack Buller,SYD,FWD,230000,22.9576424913356,25,19,0,0,0,0,0,0,0,0,0,0
Jack Carroll,STK,MID/FWD,411000,41.0243089736474,45,13,40.0666666666667,0,0,0,0,0,0,0,0,0
Jack Crisp,COL,MID,827000,82.5476971318891,95,82.9130434782609,83.0869565217391,83,76,75,101,0,83,82.4,78,83.75
Jack Darling,NTH,FWD,564000,56.2961320222315,62,58.35,53.5714285714286,81,13,64,72,0,81,59.6,52.6666666666667,57.5
Jack Delean,FRE,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jack Ginnivan,HAW,FWD,576000,57.4939220652577,101,45.7272727272727,73.6190476190476,35,31,44,70,0,35,47,36.6666666666667,45
Jack Graham,WCE,MID/FWD,725000,72.3664817661664,61,60.95,64.5,99,64,67,97,0,99,81.75,76.6666666666667,81.75
Jack Gunston,HAW,FWD,637000,63.5826881173076,31,54.8235294117647,56.0625,102,81,59,0,0,102,80.6666666666667,80.6666666666667,80.6666666666667
Jack Henderson,MEL,MID/FWD,362000,36.1333329646238,50,0,0,12,37,42,68,0,12,41.4,30.3333333333333,39.75
Jack Henry,GEE,DEF,659000,65.7786365295223,85,49.5454545454546,54.5217391304348,46,50,74,117,0,46,71.75,56.6666666666667,71.75
Jack Higgins,STK,FWD,617000,61.5863713789306,75,63.6666666666667,60.85,45,70,56,80,0,45,61.4,57,62.75
Jack Hutchinson,WCE,FWD,435000,43.4198890596999,28,0,41.2857142857143,48,71,0,0,0,48,59.5,59.5,59.5
Jack Lukosius,PTA,FWD,549000,54.7988944684488,110,72.0909090909091,61.2857142857143,0,46,0,0,0,0,23,46,46
Jack Macrae,STK,FWD/MID,946000,94.4257817252323,121,91.8181818181818,71.2222222222222,59,84,113,153,0,59,103.6,85.3333333333333,102.25
Jack Martin,GEE,FWD,438000,43.7193365704564,48,54.0909090909091,31,0,0,0,0,0,0,0,0,0
Jack Ough,GWS,MID,235000,23.4567216759298,26,0,0,0,0,0,0,0,0,0,0,0
Jack Payne,BRL,DEF,534000,53.301656914666,37,46.5454545454546,51.9285714285714,64,75,55,54,0,64,55.6,64.6666666666667,62
Jack Petruccelle,WCE,FWD,468000,46.7138116780219,72,53.7777777777778,48.25,21,0,0,0,0,21,21,21,21
Jack Ross,RIC,MID/FWD,724000,72.2666659292476,83,71.5789473684211,63.7142857142857,62,83,87,38,0,62,76.8,77.3333333333333,67.5
Jack Scrimshaw,HAW,DEF,669000,66.7767948987108,100,66.5,67.6363636363637,13,85,0,0,0,13,49,49,49
Jack Silvagni,CAR,FWD/DEF,629000,62.7841614219568,59,63.375,0,61,74,75,63,0,61,73.2,70,68.25
Jack Sinclair,STK,DEF/MID,1056000,105.405523786306,110,102.217391304348,101.909090909091,106,95,134,114,0,106,107.8,111.666666666667,112.25
Jack Steele,STK,MID,1012000,101.013626961876,131,97.85,106.608695652174,80,114,77,0,0,80,90.3333333333333,90.3333333333333,90.3333333333333
Jack Viney,MEL,MID,770000,76.8581944275147,103,100.045454545455,87.304347826087,79,50,70,80,0,79,72.2,66.3333333333333,69.75
Jack Whitlock,PTA,FWD,244000,24.3550642081995,27,0,0,0,0,0,0,0,0,0,0,0
Jack Williams,WCE,FWD,470000,46.9134433518596,64,37.1,45.2222222222222,13,66,56,0,0,13,45,45,45
Jackson Archer,NTH,DEF,443000,44.2184157550507,53,32.8,43.8,39,0,0,0,0,39,39,39,39
Jackson Mead,PTA,MID/FWD,632000,63.0836089327134,77,35.8571428571429,60.304347826087,57,54,54,98,0,57,64.4,55,65.75
Jacob Bauer,RIC,FWD,314000,31.342172792519,70,23.75,45.6666666666667,4,14,22,35,0,4,27.2,13.3333333333333,18.75
Jacob Blight,RIC,DEF/FWD,521000,52.004051034721,42,0,52,52,48,92,65,0,52,57.4,64,64.25
Jacob Hopper,RIC,MID,815000,81.3499070888629,70,80.75,82.5,97,103,83,54,0,97,83.6,94.3333333333333,84.25
Jacob Konstanty,NTH,FWD,356000,35.5344379431107,32,0,0,29,55,40,34,0,29,42.6,41.3333333333333,39.5
Jacob Koschitzke,RIC,FWD,484000,48.3108650687235,53,48.8333333333333,47.1428571428571,0,0,0,0,0,0,0,0,0
Jacob Molier,GEE,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jacob Moss,PTA,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jacob Wehr,GWS,MID,527000,52.6029460562341,34,28.75,54.2727272727273,97,52,21,63,0,97,55.8,56.6666666666667,58.25
Jacob Weitering,CAR,DEF,662000,66.0780840402789,78,70.3913043478261,64.8095238095238,63,67,63,59,0,63,67.6,64.3333333333333,63
Jacob van Rooyen,MEL,FWD,457000,45.6158374719146,65,51.6315789473684,57.1428571428572,34,41,34,58,0,34,39.2,36.3333333333333,41.75
Jade Gresham,ESS,FWD,6e+05,59.8895021513101,38,73.5909090909091,54.8636363636364,75,95,55,44,0,75,67.25,75,67.25
Jaeger O'Meara,FRE,MID,690000,68.8729274740067,84,75.4285714285714,62.1818181818182,64,42,87,99,0,64,73,64.3333333333333,73
Jagga Smith,CAR,MID,334000,33.338489530896,37,0,0,0,0,0,0,0,0,0,0,0
Jai Culley,MEL,MID/FWD,332000,33.1388578570583,36,41,40.3333333333333,0,0,0,0,0,0,0,0,0
Jai Newcombe,HAW,MID,947000,94.5255975621512,79,93.3181818181818,85.7826086956522,118,77,142,88,0,118,100.2,112.333333333333,106.25
Jai Serong,HAW,DEF,395000,39.4272555829458,43,47,37.25,0,0,0,0,0,0,0,0,0
Jaime Uhr-Henry,HAW,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jake Bowey,MEL,DEF,790000,78.8545111658917,70,62.2857142857143,62.5,90,76,98,93,0,90,88.8,88,89.25
Jake Kolodjashnij,GEE,DEF,607000,60.5882130097421,67,49.3157894736842,59.1363636363636,0,0,0,0,0,0,0,0,0
Jake Lever,MEL,DEF,608000,60.688028846661,65,54.6818181818182,56.1111111111111,40,93,0,0,0,40,66.5,66.5,66.5
Jake Lloyd,SYD,DEF/MID,833000,83.1465921534023,76,89.6818181818182,75.9130434782609,75,114,99,71,0,75,87,96,89.75
Jake Melksham,MEL,FWD,428000,42.7211782012679,57,48.7692307692308,44,37,36,40,0,0,37,37.6666666666667,37.6666666666667,37.6666666666667
Jake Riccardi,GWS,FWD,616000,61.4865555420117,68,54.5555555555556,59.7368421052632,53,74,0,0,0,53,63.5,63.5,63.5
Jake Rogers,GCS,FWD,363000,36.2331488015426,42,0,35.5555555555556,52,10,28,64,0,52,38.5,30,38.5
Jake Soligo,ADE,MID,918000,91.6309382915045,122,67.5714285714286,76.8695652173913,52,92,115,101,0,52,97,86.3333333333333,90
Jake Stringer,GWS,FWD,597000,59.5900546405536,86,62,65.8695652173913,52,42,54,0,0,52,49.3333333333333,49.3333333333333,49.3333333333333
Jake Waterman,WCE,FWD,708000,70.669612538546,101,74.0909090909091,76.55,70,33,0,0,0,70,51.5,51.5,51.5
Jakob Ryan,COL,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jamarra Ugle-Hagan,WBD,FWD,640000,63.8821356280642,70,60.0434782608696,62.3809523809524,0,0,0,0,0,0,0,0,0
James Aish,FRE,DEF,618000,61.6861872158495,107,73.5,65.15,13,0,0,0,0,13,13,13,13
James Barrat,STK,DEF/FWD,247000,24.654511718956,27,0,0,0,0,0,0,0,0,0,0,0
James Blanck,HAW,DEF,230000,22.9576424913356,25,24.3333333333333,0,0,0,0,0,0,0,0,0,0
James Borlase,ADE,DEF,438000,43.7193365704564,73,39,47.6,19,35,0,0,0,19,27,27,27
James Harmes,WBD,MID/FWD,640000,63.8821356280642,93,46.7777777777778,69.875,0,103,88,42,0,0,59.2,95.5,77.6666666666667
James Jordon,SYD,MID/FWD,625000,62.3848980742814,74,50.2941176470588,60.8695652173913,48,69,63,73,0,48,62.2,60,63.25
James Leake,GWS,DEF,248000,24.7543275558749,24,0,0,14,42,0,0,0,14,28,28,28
James O'Donnell,WBD,DEF/FWD,458000,45.7156533088334,54,33.0833333333333,46.6153846153846,37,45,64,32,0,37,44.5,48.6666666666667,44.5
James Peatling,ADE,MID/FWD,698000,69.6714541693575,49,48,61.7647058823529,76,112,79,41,0,76,76,89,77
James Rowbottom,SYD,MID,806000,80.4515645565933,78,79.2608695652174,84.6666666666667,94,86,78,75,0,94,79.6,86,83.25
James Sicily,HAW,DEF,836000,83.4460396641588,92,104.526315789474,87.35,100,63,81,88,0,100,82.6,81.3333333333333,83
James Trezise,RIC,DEF/MID,607000,60.5882130097421,61,77,50.7142857142857,67,69,69,25,0,67,57.4,68.3333333333333,57.5
James Tunstill,BRL,MID/FWD,230000,22.9576424913356,25,16,23.6666666666667,0,0,0,0,0,0,0,0,0
James Worpel,HAW,MID,753000,75.1613251998942,97,86.2608695652174,77.5652173913043,85,49,0,0,0,85,67,67,67
Jamie Cripps,WCE,FWD,627000,62.5845297481191,69,69.4166666666667,71.0434782608696,69,54,68,55,0,69,59.4,63.6666666666667,61.5
Jamie Elliott,COL,FWD,614000,61.2869238681741,68,66.7619047619048,64.2,71,49,66,55,0,71,60.6,62,60.25
Jaren Carr,FRE,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jarman Impey,HAW,DEF,621000,61.985634726606,100,80.6363636363636,77.7391304347826,40,37,65,64,0,40,51.6,47.3333333333333,51.5
Jarrod Berry,BRL,MID,880000,87.8379364885882,111,73.7727272727273,84.5217391304348,86,68,75,118,0,86,90.2,76.3333333333333,86.75
Jarrod Witts,GCS,RUC,968000,96.621730137447,118,90.8095238095238,96.3125,85,96,79,125,0,85,96.25,86.6666666666667,96.25
Jase Burgoyne,PTA,MID/DEF,831000,82.9469604795646,81,35.8,76.55,89,61,112,122,0,89,86.4,87.3333333333333,96
Jason Horne-Francis,PTA,MID/FWD,870000,86.8397781193997,73,68.0454545454546,89.5238095238095,100,125,74,62,0,100,88.6,99.6666666666667,90.25
Jason Johannisen,WBD,DEF,785000,78.3554319812974,125,73.5454545454546,83.7777777777778,31,0,0,0,0,31,31,31,31
Jaspa Fletcher,BRL,MID/DEF,667000,66.5771632248731,32,50.2727272727273,60.4347826086957,98,101,47,85,0,98,73.4,82,82.75
Jasper Alger,RIC,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jasper Scaife,HAW,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jaxon Binns,CAR,MID,394000,39.327439746027,43,0,48.6666666666667,0,0,0,0,0,0,0,0,0
Jaxon Prior,ESS,DEF,489000,48.8099442533178,36,43,42.5,45,72,61,62,0,45,60,59.3333333333333,60
Jay Polkinghorne,GEE,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jayden Hunt,WCE,DEF/MID,511000,51.0058926655325,59,76.7391304347826,62.25,52,45,53,52,0,52,45.6,50,50.5
Jayden Laverde,ESS,DEF,655000,65.3793731818469,72,67.421052631579,63.8571428571429,0,0,0,0,0,0,0,0,0
Jayden Nguyen,ESS,DEF/MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jayden Short,RIC,DEF,882000,88.0375681624259,76,92.5,80.4545454545455,103,97,101,85,0,103,94.2,100.333333333333,96.5
Jed Adams,MEL,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jed Bews,GEE,DEF,408000,40.7248614628909,45,40.0666666666667,50.3333333333333,0,0,0,0,0,0,0,0,0
Jed McEntee,PTA,FWD,351000,35.0353587585164,39,41.3,34.2307692307692,0,0,0,0,0,0,0,0,0
Jed Walter,GCS,FWD,397000,39.6268872567835,29,0,34.3571428571429,38,68,38,0,0,38,48,48,48
Jedd Busslinger,WBD,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jeremy Cameron,GEE,FWD,778000,77.6567211228655,87,82.95,84,84,100,39,61,0,84,77,74.3333333333333,71
Jeremy Finlayson,PTA,FWD,604000,60.2887654989856,48,72.6,56.8333333333333,84,0,0,0,0,84,84,84,84
Jeremy Howe,COL,DEF,560000,55.8968686745561,81,62.9090909090909,64.5263157894737,35,45,75,38,0,35,49.8,51.6666666666667,48.25
Jeremy McGovern,WCE,DEF,745000,74.3627985045434,100,70.3333333333333,80.3684210526316,67,64,61,0,0,67,64,64,64
Jeremy Sharp,FRE,MID,621000,61.985634726606,67,0,73.0434782608696,77,67,31,58,0,77,58.8,58.3333333333333,58.25
Jesse Dattoli,SYD,MID/FWD,277000,27.6489868265215,30,0,0,0,0,0,0,0,0,0,0,0
Jesse Hogan,GWS,FWD,781000,77.956168633622,94,73.85,76.7826086956522,45,117,68,0,0,45,76.6666666666667,76.6666666666667,76.6666666666667
Jesse Motlop,CAR,FWD,525000,52.4033143823964,43,49.7222222222222,35.8333333333333,68,46,51,87,0,68,58.2,55,63
Jhye Clark,GEE,MID,466000,46.5141800041842,40,36,47.2666666666667,62,63,20,0,0,62,48.3333333333333,48.3333333333333,48.3333333333333
Jimmy Webster,STK,DEF,494000,49.309023437912,80,63.125,58.8,17,36,73,49,0,17,41.8,42,43.75
Jobe Shanahan,WCE,FWD,253000,25.2534067404691,28,0,0,0,0,0,0,0,0,0,0,0
Joe Berry,PTA,FWD,355000,35.4346221061918,53,0,0,9,28,57,49,0,9,36.6,31.3333333333333,35.75
Joe Fonti,GWS,DEF,322000,32.1406994878698,35,0,38.25,0,0,0,0,0,0,0,0,0
Joe Pike,GEE,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Joe Richards,PTA,FWD,623000,62.1852664004437,50,0,50.8888888888889,74,72,61,85,0,74,70.4,69,73
Joel Amartey,SYD,FWD,505000,50.4069976440194,80,50.7857142857143,48.6363636363636,7,67,56,42,0,7,48.6,43.3333333333333,43
Joel Cochran,COL,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Joel Freijah,WBD,DEF/MID,664000,66.2777157141166,91,0,61.0833333333333,61,44,63,75,0,61,69.2,56,60.75
Joel Hamling,SYD,FWD/DEF,361000,36.0335171277049,40,43.75,0,28,35,51,44,0,28,39.5,38,39.5
Joel Jeffrey,GCS,DEF,663000,66.1778998771977,41,51.4285714285714,58.8333333333333,108,69,52,80,0,108,77.25,76.3333333333333,77.25
John Noble,GCS,DEF,822000,82.0486179472949,68,80.9565217391304,74.35,98,82,117,66,0,98,90.75,99,90.75
Jonty Faull,RIC,FWD,291000,29.0464085433854,38,0,0,21,0,0,0,0,21,21,21,21
Jordan Boyd,CAR,DEF,578000,57.6935537390954,81,48.5,58.5789473684211,37,0,0,0,0,37,37,37,37
Jordan Clark,FRE,DEF,895000,89.335174042371,100,76.4782608695652,96.8695652173913,89,92,88,83,0,89,86.6,89.6666666666667,88
Jordan Croft,WBD,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Jordan Dawson,ADE,MID,1091000,108.899078078466,134,113.434782608696,105.272727272727,92,118,85,134,0,92,111,98.3333333333333,107.25
Jordan De Goey,COL,MID,759000,75.7602202214073,115,86.8333333333333,79.8461538461539,41,70,0,0,0,41,55.5,55.5,55.5
Jordan Ridley,ESS,DEF,759000,75.7602202214073,87,80.8235294117647,88.4444444444445,100,72,26,0,0,100,66,66,66
Jordon Butts,ADE,DEF,431000,43.0206257120245,47,33.4117647058824,42,0,0,0,0,0,0,0,0,0
Jordon Sweet,PTA,RUC,831000,82.9469604795646,89,0,81.7142857142857,93,71,92,75,0,93,85.4,85.3333333333333,82.75
Josaia Delana,GWS,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Josh Battle,HAW,DEF,693000,69.1723749847632,86,62,74,66,50,75,82,0,66,66,63.6666666666667,68.25
Josh Daicos,COL,MID/DEF,911000,90.9322274330726,118,94.6521739130435,94.8260869565217,65,99,85,99,0,65,87.2,83,87
Josh Dolan,WBD,FWD,254000,25.353222577388,17,0,0,42,24,22,23,0,42,27.6,29.3333333333333,27.75
Josh Dunkley,BRL,MID,1109000,110.695763143005,130,104.380952380952,107.434782608696,98,116,110,111,0,98,113,108,108.75
Josh Fahey,GWS,DEF,242000,24.1554325343618,27,33.7142857142857,0,0,0,0,0,0,0,0,0,0
Josh Gibcus,RIC,DEF,230000,22.9576424913356,25,0,25.5,0,0,0,0,0,0,0,0,0
Josh Goater,NTH,DEF,408000,40.7248614628909,45,54.5,32,0,0,0,0,0,0,0,0,0
Josh Kelly,GWS,MID,961000,95.9230192790151,114,97.8947368421053,95.2,93,98,79,98,0,93,97.2,90,92
Josh Lai,PTA,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Josh Rachele,ADE,FWD,692000,69.0725591478444,89,71.8571428571429,64.4090909090909,27,96,84,0,0,27,69,69,69
Josh Sinn,PTA,DEF,552000,55.0983419792053,64,19.6666666666667,53.75,41,48,69,90,0,41,59.6,52.6666666666667,62
Josh Smillie,RIC,MID,322000,32.1406994878698,35,0,0,0,0,0,0,0,0,0,0,0
Josh Treacy,FRE,FWD,753000,75.1613251998942,44,52.2941176470588,75.85,107,100,65,91,0,107,78.2,90.6666666666667,90.75
Josh Ward,HAW,MID,690000,68.8729274740067,78,74.875,56.2,44,72,101,88,0,44,76.25,72.3333333333333,76.25
Josh Weddle,HAW,DEF,603000,60.1889496620667,44,64.4705882352941,59.0869565217391,74,86,61,44,0,74,62.4,73.6666666666667,66.25
Josh Worrell,ADE,DEF,711000,70.9690600493025,98,59.0833333333333,68.6923076923077,56,58,65,84,0,56,71.8,59.6666666666667,65.75
Joshua Draper,FRE,DEF,334000,33.338489530896,44,0,38.4,36,30,17,32,0,36,31.6,27.6666666666667,28.75
Judd McVee,MEL,DEF,605000,60.3885813359044,66,46.1304347826087,59,0,0,0,0,0,0,0,0,0
Judson Clarke,RIC,FWD,297000,29.6453035648985,33,39.6923076923077,17,0,0,0,0,0,0,0,0,0
Justin McInerney,SYD,MID,772000,77.0578261013524,98,70.7777777777778,79,66,59,0,0,0,66,62.5,62.5,62.5
Jy Farrar,GCS,DEF,265000,26.4511967834953,29,36.8888888888889,0,0,0,0,0,0,0,0,0,0
Jy Simpkin,NTH,MID/FWD,928000,92.629096660693,87,75.7777777777778,76.1666666666667,110,85,117,81,0,110,103.6,104,98.25
Jye Amiss,FRE,FWD,447000,44.6176791027261,70,47.8636363636364,49.5454545454546,9,38,75,44,0,9,39.2,40.6666666666667,41.5
Jye Caldwell,ESS,MID,1043000,104.107917906361,107,75.1428571428571,94.3478260869565,100,97,146,0,0,100,114.333333333333,114.333333333333,114.333333333333
Jye Menzie,ESS,FWD,396000,39.5270714198647,8,43.8095238095238,38.4285714285714,96,43,12,0,0,96,50.3333333333333,50.3333333333333,50.3333333333333
Kade Chandler,MEL,FWD/MID,663000,66.1778998771977,80,59,61.0869565217391,63,47,61,117,0,63,68.4,57,72
Kai Lohmann,BRL,FWD,489000,48.8099442533178,109,32.3333333333333,59.7826086956522,14,4,0,0,0,14,9,9,9
Kaleb Smith,RIC,DEF,252000,25.1535909035503,17,0,26.25,34,29,28,0,0,34,30.3333333333333,30.3333333333333,30.3333333333333
Kallan Dawson,NTH,DEF,399000,39.8265189306212,44,31,38.9090909090909,0,0,0,0,0,0,0,0,0
Kamdyn McIntosh,RIC,MID,662000,66.0780840402789,60,59.7272727272727,47.4090909090909,74,49,100,88,0,74,76.2,74.3333333333333,77.75
Kane Farrell,PTA,DEF,783000,78.1558003074597,109,64.5,78.3636363636364,62,62,61,114,0,62,77.4,61.6666666666667,74.75
Kane McAuliffe,RIC,MID,396000,39.5270714198647,43,0,39.7777777777778,0,0,0,0,0,0,0,0,0
Karl Amon,HAW,DEF,903000,90.1337007377218,115,86.8095238095238,86.9565217391305,88,60,91,111,0,88,91.4,79.6666666666667,87.5
Karl Gallagher,ADE,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Karl Worner,FRE,DEF,386000,38.5289130506762,9,37.5,36,86,26,44,44,0,86,50,52,50
Kayle Gerreyn,ESS,RUC,232000,23.1572741651733,25,0,0,0,0,0,0,0,0,0,0,0
Keidean Coleman,BRL,DEF,521000,52.004051034721,57,69.6,34,0,0,0,0,0,0,0,0,0
Keighton Matofai-Forbes,GEE,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Kieran Strachan,ADE,RUC,546000,54.4994469576922,60,0,70,0,0,0,0,0,0,0,0,0
Kieren Briggs,GWS,RUC,777000,77.5569052859466,79,94.0714285714286,91.4545454545455,87,96,86,8,0,87,69.25,89.6666666666667,69.25
Koltyn Tholstrup,MEL,FWD,559000,55.7970528376373,61,0,54.5,0,0,0,0,0,0,0,0,0
Kyle Langford,ESS,FWD,696000,69.4718224955198,100,73,70.5652173913044,41,0,0,0,0,41,41,41,41
Kynan Brown,MEL,MID,230000,22.9576424913356,25,0,8.5,0,0,0,0,0,0,0,0,0
Kysaiah Pickett,MEL,FWD,721000,71.967218418491,49,63.0952380952381,66,99,87,0,0,0,99,93,93,93
Lachie Ash,GWS,DEF,898000,89.6346215531275,79,84.3478260869565,77.3529411764706,113,95,100,63,0,113,99.2,102.666666666667,92.75
Lachie Fogarty,CAR,FWD,498000,49.7082867855874,46,61.2222222222222,50.7333333333333,60,49,59,39,0,60,50.6,56,51.75
Lachie Jaques,WBD,DEF,256000,25.5528542512257,28,0,0,0,0,0,0,0,0,0,0,0
Lachie Jones,PTA,DEF,438000,43.7193365704564,34,44.6153846153846,44.8333333333333,60,48,55,18,0,60,45.25,54.3333333333333,45.25
Lachie Neale,BRL,MID,939000,93.7270708668004,89,97,100.954545454545,93,115,91,117,0,93,90.6,99.6666666666667,104
Lachie Schultz,COL,FWD,742000,74.0633509937869,38,78.5217391304348,62.2,107,106,81,57,0,107,87.75,98,87.75
Lachie Weller,GCS,DEF/MID,652000,65.0799256710904,100,83.7777777777778,66.1666666666667,47,52,45,81,0,47,56.25,48,56.25
Lachie Whitfield,GWS,DEF,1123000,112.093184859869,127,94.7142857142857,111.695652173913,86,139,120,111,0,86,111,115,114
